date,name,shortPercentage,longPercentage,shortVolume,longVolume,longPositions,shortPositions,totalPositions
2026-07-02,EURUSD,35,65,5292.29,9889.76,29618,16138,45756
2026-07-02,GBPUSD,56,44,3183.11,2495.41,12529,12139,24668
2026-07-02,USDJPY,90,10,2700.48,291.85,1715,9329,11044
2026-07-02,GBPJPY,82,18,970.89,217.66,1052,2651,3703
2026-07-02,USDCAD,94,6,5140.77,323.88,2549,15380,17929
2026-07-02,EURAUD,50,50,439.62,434.46,2018,1965,3983
2026-07-02,EURJPY,61,39,855.48,539.9,1674,2008,3682
2026-07-02,AUDCAD,46,54,3753.65,4397.16,15518,17439,32957
2026-07-02,AUDJPY,53,47,298.4,267.87,1408,1303,2711
2026-07-02,AUDNZD,84,16,4925.6,908.77,3698,11387,15085
2026-07-02,AUDUSD,31,69,1053.07,2342.43,6712,3377,10089
2026-07-02,CADJPY,55,45,165.8,134.3,795,631,1426
2026-07-02,EURCAD,67,33,265.64,130.05,905,1565,2470
2026-07-02,EURCHF,47,53,320.68,362.99,2044,2105,4149
2026-07-02,EURCZK,88,12,0.29,0.04,2,19,21
2026-07-02,EURDKK,0,0,0,0,0,0,0
2026-07-02,EURGBP,17,83,243.64,1201.9,7158,1460,8618
2026-07-02,EURHUF,51,49,0.76,0.73,15,8,23
2026-07-02,EURNOK,100,0,2.04,0.01,1,12,13
2026-07-02,EURNZD,78,22,505.69,142.15,1053,2362,3415
2026-07-02,EURPLN,100,0,4.29,0,0,29,29
2026-07-02,EURSEK,100,0,0.22,0,0,4,4
2026-07-02,EURTRY,100,0,0.54,0,0,5,5
2026-07-02,GBPCAD,90,10,427.63,47.65,359,3806,4165
2026-07-02,GBPCHF,61,39,182.53,116.58,700,2016,2716
2026-07-02,NZDCAD,48,52,499.04,543.59,2522,3062,5584
2026-07-02,NZDJPY,36,64,90.95,159.3,1086,996,2082
2026-07-02,NZDUSD,10,90,197.58,1819.15,6021,1058,7079
2026-07-02,USDCHF,63,37,1184.56,687.87,2800,4576,7376
2026-07-02,USDCZK,0,100,0,0.31,13,0,13
2026-07-02,USDDKK,0,0,0,0,0,0,0
2026-07-02,USDHKD,100,0,0.02,0,0,1,1
2026-07-02,USDHUF,0,100,0,6.77,64,0,64
2026-07-02,USDMXN,59,41,3.07,2.14,35,26,61
2026-07-02,USDNOK,70,30,1.4,0.61,17,6,23
2026-07-02,USDPLN,0,100,0,0.35,15,0,15
2026-07-02,USDSEK,72,28,5,1.98,24,10,34
2026-07-02,USDSGD,87,13,19.76,2.83,50,160,210
2026-07-02,USDTHB,6,94,0.01,0.15,6,1,7
2026-07-02,USDTRY,100,0,0.15,0,0,2,2
2026-07-02,USDZAR,62,38,2.76,1.66,66,67,133
2026-07-02,CHFJPY,77,23,533.33,155.2,1285,2010,3295
2026-07-02,AUDCHF,26,74,312.51,912.6,2190,1566,3756
2026-07-02,GBPNZD,90,10,855.92,93.82,705,3843,4548
2026-07-02,NZDCHF,20,80,106.58,432.74,2652,733,3385
2026-07-02,XAGUSD,39,61,104.75,160.53,936,298,1234
2026-07-02,XAUUSD,45,55,1146.63,1379.3,11278,6755,18033
2026-07-02,CADCHF,14,86,97.32,605.27,4313,856,5169
2026-07-02,GBPAUD,80,20,645.11,161.37,1387,2586,3973
2026-07-02,SPA35,0,100,0,0.18,1,0,1
2026-07-02,SGDJPY,99,1,16.21,0.13,13,67,80
2026-07-02,SUGAR,0,100,0,26.4,16,0,16
2026-07-02,GBPNOK,100,0,0.05,0,0,1,1
2026-07-02,US30,36,64,3,5.31,2,1,3
2026-07-02,EURZAR,97,3,0.87,0.03,2,9,11
2026-07-02,AUDSGD,22,78,1.1,3.96,79,15,94
2026-07-02,GBPZAR,0,0,0,0,0,0,0
2026-07-02,GBPSEK,56,44,0.05,0.04,1,1,2
2026-07-02,CHFSGD,81,19,0.67,0.16,8,22,30
2026-07-02,EURSGD,59,41,17.08,11.8,96,104,200
2026-07-02,GBPSGD,96,4,35.55,1.33,29,64,93
2026-07-02,AUDDKK,0,0,0,0,0,0,0
2026-07-02,EURHKD,38,63,1.08,1.8,45,4,49
2026-07-02,GBPDKK,0,0,0,0,0,0,0
2026-07-02,COPPER,0,100,0,0.03,3,0,3
2026-07-02,COFFEE,80,20,4,1,1,3,4
2026-07-02,EURO50,0,0,0,0,0,0,0
2026-07-02,TRYJPY,0,100,0.02,5.83,10,1,11
2026-07-02,US500,100,0,1.1,0,0,2,2
2026-07-02,GBPPLN,0,0,0,0,0,0,0
2026-07-02,WHEAT,0,100,0,0.01,1,0,1
2026-07-02,COCOA,100,0,0.05,0,0,1,1
2026-07-02,UK100,100,0,1.36,0,0,6,6
2026-07-02,XAUGBP,8,92,0.01,0.11,8,1,9
2026-07-02,COTTON,0,100,0,0.03,3,0,3
2026-07-02,NOKJPY,100,0,1,0,0,1,1
2026-07-02,SP500,0,0,0,0,0,0,0
2026-07-02,ZARJPY,0,100,0,0.06,6,0,6
2026-07-02,HKDJPY,0,0,0,0,0,0,0
2026-07-02,CHFNOK,50,50,0.02,0.02,1,1,2
2026-07-02,GBPTRY,100,0,0.4,0,0,2,2
2026-07-02,USDRUB,0,100,0,0.1,1,0,1
2026-07-02,SEKJPY,0,100,0,0.29,7,0,7
2026-07-02,MSFT,0,0,0,0,0,0,0
2026-07-02,JNJ,0,0,0,0,0,0,0
2026-07-02,EURMXN,100,0,2.2,0,0,24,24
2026-07-02,XAUAUD,44,56,0.04,0.05,5,4,9
2026-07-02,XAUEUR,96,4,22.96,0.95,48,31,79
2026-07-02,WS30,0,0,0,0,0,0,0
2026-07-02,NAS100,2,98,0.01,0.61,7,1,8
2026-07-02,SGDHKD,0,0,0,0,0,0,0
2026-07-02,US2000,100,0,2,0,0,2,2
2026-07-02,FRA40,94,6,4,0.26,1,4,5
2026-07-02,GER30,0,100,0,0.1,1,0,1
2026-07-02,AUDSEK,0,0,0,0,0,0,0
2026-07-02,XAUJPY,4,96,0.04,1.06,18,1,19
2026-07-02,XAUCHF,2,98,0.02,0.87,44,1,45
2026-07-02,USOIL,100,0,0.03,0,0,1,1
2026-07-02,CHFSEK,100,0,0.1,0,0,10,10
2026-07-02,AUS200,50,50,1,1,1,1,2
