date_NY,time_NY,name,shortPercentage,longPercentage,shortVolume,longVolume,longPositions,shortPositions,totalPositions
2026-07-06,04:14AM,EURUSD,42,58,6323.76,8591.28,25018,20710,45728
2026-07-06,04:14AM,GBPUSD,71,29,5500.64,2255.16,10474,16542,27016
2026-07-06,04:14AM,USDJPY,82,18,1962.6,434.1,2328,5933,8261
2026-07-06,04:14AM,GBPJPY,72,28,600.98,231.56,1176,2627,3803
2026-07-06,04:14AM,USDCAD,93,7,4459.95,348.83,2647,13715,16362
2026-07-06,04:14AM,EURAUD,45,55,352.34,438.64,2003,1811,3814
2026-07-06,04:14AM,EURJPY,75,25,913.91,311.3,1235,2590,3825
2026-07-06,04:14AM,AUDCAD,70,30,4737.42,1990.1,9429,21394,30823
2026-07-06,04:14AM,AUDJPY,52,48,304.95,280.01,1399,1532,2931
2026-07-06,04:14AM,AUDNZD,87,13,5023.3,744.39,2686,12501,15187
2026-07-06,04:14AM,AUDUSD,48,52,1137.8,1254.92,5119,3852,8971
2026-07-06,04:14AM,CADJPY,35,65,81.35,148.19,898,590,1488
2026-07-06,04:14AM,EURCAD,81,19,347.01,83.18,572,2464,3036
2026-07-06,04:14AM,EURCHF,37,63,273.04,468.53,2485,1715,4200
2026-07-06,04:14AM,EURCZK,88,12,0.29,0.04,2,19,21
2026-07-06,04:14AM,EURDKK,0,0,0,0,0,0,0
2026-07-06,04:14AM,EURGBP,16,84,293.4,1503.79,8183,1888,10071
2026-07-06,04:14AM,EURHUF,24,76,0.75,2.35,21,8,29
2026-07-06,04:14AM,EURNOK,100,0,0.9,0,0,10,10
2026-07-06,04:14AM,EURNZD,81,19,493.34,112.74,814,2425,3239
2026-07-06,04:14AM,EURPLN,100,0,4.29,0.01,1,29,30
2026-07-06,04:14AM,EURSEK,0,100,0.01,2.35,6,1,7
2026-07-06,04:14AM,EURTRY,100,0,0.54,0,0,5,5
2026-07-06,04:14AM,GBPCAD,94,6,632.61,41.94,365,5294,5659
2026-07-06,04:14AM,GBPCHF,58,42,153.13,111.1,745,1857,2602
2026-07-06,04:14AM,NZDCAD,70,30,765.74,323.78,2109,4236,6345
2026-07-06,04:14AM,NZDJPY,24,76,60.02,191.24,1178,648,1826
2026-07-06,04:14AM,NZDUSD,24,76,370.05,1193.35,4317,1416,5733
2026-07-06,04:14AM,USDCHF,50,50,844.4,858.81,3520,3025,6545
2026-07-06,04:14AM,USDCZK,0,100,0,0.53,21,0,21
2026-07-06,04:14AM,USDDKK,0,0,0,0,0,0,0
2026-07-06,04:14AM,USDHKD,100,0,0.02,0,0,1,1
2026-07-06,04:14AM,USDHUF,0,100,0,6.78,65,0,65
2026-07-06,04:14AM,USDMXN,56,44,2.86,2.29,35,31,66
2026-07-06,04:14AM,USDNOK,64,36,1.13,0.64,20,1,21
2026-07-06,04:14AM,USDPLN,0,100,0,0.37,17,0,17
2026-07-06,04:14AM,USDSEK,54,46,5,4.25,27,10,37
2026-07-06,04:14AM,USDSGD,84,16,17.21,3.32,52,141,193
2026-07-06,04:14AM,USDTHB,19,81,0.04,0.17,8,3,11
2026-07-06,04:14AM,USDTRY,91,9,0.1,0.01,1,1,2
2026-07-06,04:14AM,USDZAR,24,76,0.56,1.78,69,16,85
2026-07-06,04:14AM,CHFJPY,79,21,538.61,145.13,1022,2141,3163
2026-07-06,04:14AM,AUDCHF,21,79,247.37,925.5,2280,1484,3764
2026-07-06,04:14AM,GBPNZD,90,10,883.44,92.96,748,3923,4671
2026-07-06,04:14AM,NZDCHF,18,82,98.06,435.66,2793,562,3355
2026-07-06,04:14AM,XAGUSD,40,60,66.56,98.85,813,291,1104
2026-07-06,04:14AM,XAUUSD,44,56,771.52,1001.22,9601,4878,14479
2026-07-06,04:14AM,CADCHF,8,92,63.45,749.14,5093,494,5587
2026-07-06,04:14AM,GBPAUD,81,19,653.03,154.13,1442,2473,3915
2026-07-06,04:14AM,SPA35,0,100,0,0.18,1,0,1
2026-07-06,04:14AM,SGDJPY,99,1,15.83,0.14,14,57,71
2026-07-06,04:14AM,SUGAR,0,100,0,26.4,16,0,16
2026-07-06,04:14AM,GBPNOK,100,0,0.05,0,0,1,1
2026-07-06,04:14AM,US30,36,64,3,5.31,2,1,3
2026-07-06,04:14AM,EURZAR,96,4,0.82,0.03,2,8,10
2026-07-06,04:14AM,AUDSGD,61,39,6.13,3.94,77,16,93
2026-07-06,04:14AM,GBPZAR,0,0,0,0,0,0,0
2026-07-06,04:14AM,GBPSEK,0,100,0,0.15,4,0,4
2026-07-06,04:14AM,CHFSGD,91,9,1.67,0.16,8,25,33
2026-07-06,04:14AM,EURSGD,54,46,11.52,9.71,70,123,193
2026-07-06,04:14AM,GBPSGD,96,4,47.5,1.97,35,69,104
2026-07-06,04:14AM,AUDDKK,0,0,0,0,0,0,0
2026-07-06,04:14AM,EURHKD,38,63,1.08,1.8,45,4,49
2026-07-06,04:14AM,GBPDKK,0,0,0,0,0,0,0
2026-07-06,04:14AM,COPPER,0,100,0,0.03,3,0,3
2026-07-06,04:14AM,COFFEE,80,20,4,1,1,3,4
2026-07-06,04:14AM,EURO50,0,0,0,0,0,0,0
2026-07-06,04:14AM,TRYJPY,0,100,0.02,5.83,10,1,11
2026-07-06,04:14AM,US500,100,0,1.1,0,0,2,2
2026-07-06,04:14AM,GBPPLN,0,0,0,0,0,0,0
