date,name,shortPercentage,longPercentage,shortVolume,longVolume,longPositions,shortPositions,totalPositions
2026-07-03,EURUSD,45,55,6699.28,8193.2,22861,23167,46028
2026-07-03,GBPUSD,72,28,5505.62,2146.18,9680,17161,26841
2026-07-03,USDJPY,69,31,1721.33,761.48,3774,4838,8612
2026-07-03,GBPJPY,58,42,384.84,276.56,1253,1845,3098
2026-07-03,USDCAD,93,7,4546.43,364.09,2918,13936,16854
2026-07-03,EURAUD,43,57,380.06,509.84,2011,1926,3937
2026-07-03,EURJPY,59,41,770.59,533.89,2038,1906,3944
2026-07-03,AUDCAD,68,32,4571.25,2125.95,9939,21051,30990
2026-07-03,AUDJPY,51,49,296.03,285.28,1507,1285,2792
2026-07-03,AUDNZD,84,16,4913.75,936.11,3694,11627,15321
2026-07-03,AUDUSD,48,52,1156.4,1244.41,5079,3961,9040
2026-07-03,CADJPY,26,74,68.51,199.45,1160,467,1627
2026-07-03,EURCAD,80,20,349.21,85.16,518,2376,2894
2026-07-03,EURCHF,35,65,249.46,454.85,2519,1566,4085
2026-07-03,EURCZK,88,12,0.29,0.04,2,19,21
2026-07-03,EURDKK,0,0,0,0,0,0,0
2026-07-03,EURGBP,17,83,300.67,1441.89,8022,1983,10005
2026-07-03,EURHUF,23,77,0.71,2.35,21,7,28
2026-07-03,EURNOK,100,0,0.91,0,0,11,11
2026-07-03,EURNZD,79,21,516.08,135.21,1006,2367,3373
2026-07-03,EURPLN,100,0,4.29,0.01,1,29,30
2026-07-03,EURSEK,100,0,0.01,0,0,1,1
2026-07-03,EURTRY,100,0,0.54,0,0,5,5
2026-07-03,GBPCAD,93,7,616.65,45.07,331,5163,5494
2026-07-03,GBPCHF,57,43,156.24,116.42,826,1804,2630
2026-07-03,NZDCAD,77,23,870.86,259.28,1760,4852,6612
2026-07-03,NZDJPY,25,75,64.77,194.15,1221,654,1875
2026-07-03,NZDUSD,30,70,474.79,1099.99,4086,1621,5707
2026-07-03,USDCHF,49,51,825.08,852.87,3629,2856,6485
2026-07-03,USDCZK,0,100,0,0.54,22,0,22
2026-07-03,USDDKK,0,0,0,0,0,0,0
2026-07-03,USDHKD,100,0,0.02,0,0,1,1
2026-07-03,USDHUF,0,100,0,6.78,65,0,65
2026-07-03,USDMXN,55,45,2.8,2.29,35,29,64
2026-07-03,USDNOK,64,36,1.13,0.64,20,1,21
2026-07-03,USDPLN,0,100,0,0.37,17,0,17
2026-07-03,USDSEK,54,46,5,4.25,27,10,37
2026-07-03,USDSGD,91,9,17.19,1.75,63,140,203
2026-07-03,USDTHB,11,89,0.02,0.17,8,2,10
2026-07-03,USDTRY,100,0,0.15,0,0,2,2
2026-07-03,USDZAR,26,74,0.62,1.78,69,17,86
2026-07-03,CHFJPY,77,23,507.79,153.91,1220,1943,3163
2026-07-03,AUDCHF,20,80,226.67,925.17,2314,1388,3702
2026-07-03,GBPNZD,90,10,876.46,102.43,956,3837,4793
2026-07-03,NZDCHF,19,81,101.94,432.03,2717,646,3363
2026-07-03,XAGUSD,44,56,116.68,151.38,883,354,1237
2026-07-03,XAUUSD,44,56,790.14,987.91,9620,5291,14911
2026-07-03,CADCHF,8,92,61.79,750.96,5171,412,5583
2026-07-03,GBPAUD,81,19,696.91,161.54,1474,2486,3960
2026-07-03,SPA35,0,100,0,0.18,1,0,1
2026-07-03,SGDJPY,99,1,9.01,0.13,13,52,65
2026-07-03,SUGAR,0,100,0,26.4,16,0,16
2026-07-03,GBPNOK,100,0,0.05,0,0,1,1
2026-07-03,US30,36,64,3,5.31,2,1,3
2026-07-03,EURZAR,96,4,0.82,0.03,2,8,10
2026-07-03,AUDSGD,61,39,6.13,3.94,77,16,93
2026-07-03,GBPZAR,0,0,0,0,0,0,0
2026-07-03,GBPSEK,0,100,0,0.09,2,0,2
2026-07-03,CHFSGD,91,9,1.67,0.16,8,25,33
2026-07-03,EURSGD,58,42,12.39,9.02,66,128,194
2026-07-03,GBPSGD,95,5,47.37,2.37,41,68,109
2026-07-03,AUDDKK,0,0,0,0,0,0,0
2026-07-03,EURHKD,38,63,1.08,1.8,45,4,49
2026-07-03,GBPDKK,0,0,0,0,0,0,0
2026-07-03,COPPER,0,100,0,0.03,3,0,3
2026-07-03,COFFEE,80,20,4,1,1,3,4
2026-07-03,EURO50,0,0,0,0,0,0,0
2026-07-03,TRYJPY,0,100,0.02,5.83,10,1,11
2026-07-03,US500,100,0,1.1,0,0,2,2
2026-07-03,GBPPLN,0,0,0,0,0,0,0
2026-07-03,WHEAT,0,100,0,0.01,1,0,1
2026-07-03,COCOA,100,0,0.05,0,0,1,1
2026-07-03,UK100,100,0,1.36,0,0,6,6
2026-07-03,XAUGBP,80,20,0.12,0.03,3,7,10
2026-07-03,COTTON,0,100,0,0.03,3,0,3
2026-07-03,NOKJPY,100,0,1,0,0,1,1
2026-07-03,SP500,0,0,0,0,0,0,0
2026-07-03,ZARJPY,97,3,2,0.06,6,2,8
2026-07-03,HKDJPY,0,0,0,0,0,0,0
2026-07-03,CHFNOK,50,50,0.02,0.02,1,1,2
2026-07-03,GBPTRY,100,0,0.4,0,0,2,2
2026-07-03,USDRUB,0,100,0,0.1,1,0,1
2026-07-03,SEKJPY,0,100,0,0.29,7,0,7
2026-07-03,MSFT,0,0,0,0,0,0,0
2026-07-03,JNJ,0,0,0,0,0,0,0
2026-07-03,EURMXN,100,0,1.96,0,0,21,21
2026-07-03,XAUAUD,76,24,0.16,0.05,4,6,10
2026-07-03,XAUEUR,51,49,1.4,1.36,49,31,80
2026-07-03,WS30,0,0,0,0,0,0,0
2026-07-03,NAS100,2,98,0.01,0.61,7,1,8
2026-07-03,SGDHKD,0,0,0,0,0,0,0
2026-07-03,US2000,100,0,2,0,0,2,2
2026-07-03,FRA40,94,6,4,0.26,1,4,5
2026-07-03,GER30,0,100,0,0.1,1,0,1
2026-07-03,AUDSEK,0,0,0,0,0,0,0
2026-07-03,XAUJPY,4,96,0.04,1.06,19,1,20
2026-07-03,XAUCHF,2,98,0.02,0.86,43,1,44
2026-07-03,USOIL,100,0,0.03,0,0,1,1
2026-07-03,CHFSEK,100,0,0.1,0,0,10,10
2026-07-03,AUS200,50,50,1,1,1,1,2
2026-07-03,GBPMXN,100,0,0.01,0,0,1,1
2026-07-03,JPN225,0,100,0,1,1,0,1
2026-07-03,XAGAUD,0,100,0,0.04,4,0,4
2026-07-03,NOKSEK,5,95,0.11,2,173,3,176
2026-07-03,USDX,0,100,0,0.3,1,0,1
2026-07-03,XAGEUR,0,100,0,0.57,36,0,36
2026-07-03,EBAY,0,0,0,0,0,0,0
2026-07-03,VIX,0,100,0,0.2,2,0,2
2026-07-03,CHFHKD,0,0,0,0,0,0,0
2026-07-03,YHOO,0,100,0,8,1,0,1
2026-07-03,XPTUSD,50,50,9.4,9.41,3,29,32
2026-07-03,GBPHKD,0,0,0,0,0,0,0
2026-07-03,XPDUSD,0,100,0,0.13,13,0,13
2026-07-03,CADHKD,0,0,0,0,0,0,0
2026-07-03,USDCNH,0,100,0,23.28,45,0,45
2026-07-03,AUDHKD,0,0,0,0,0,0,0
2026-07-03,NZDHKD,0,0,0,0,0,0,0
2026-07-03,AAPL,0,0,0,0,0,0,0
2026-07-03,PFE,0,100,0,0.5,1,0,1
2026-07-03,FB,0,100,0,0.5,1,0,1
2026-07-03,IT40,100,0,4,0,0,1,1
2026-07-03,GS,0,0,0,0,0,0,0
2026-07-03,NKE,0,0,0,0,0,0,0
2026-07-03,BA,0,0,0,0,0,0,0
2026-07-03,CVX,0,0,0,0,0,0,0
2026-07-03,GOOG,0,100,0,1,1,0,1
2026-07-03,XTIUSD,0,100,0,3,3,0,3
2026-07-03,BTCUSD,50,50,109.98,108.94,1292,849,2141
2026-07-03,XBRUSD,0,100,0,0.03,3,0,3
2026-07-03,US30.D,100,0,1,0,0,1,1
2026-07-03,BTCEUR,0,100,0,0.02,1,0,1
2026-07-03,LTCBTC,0,100,0,2,2,0,2
2026-07-03,LTCUSD,2,98,1,57.73,335,1,336
2026-07-03,TWTR,0,100,0,1,1,0,1
2026-07-03,HK50,100,0,0.1,0,0,1,1
2026-07-03,GOPRO,0,100,0,0.01,1,0,1
2026-07-03,XNGUSD,100,0,0.02,0,0,1,1
2026-07-03,APPL,0,0,0,0,0,0,0
2026-07-03,DXU5,0,0,0,0,0,0,0
2026-07-03,DXZ5,0,100,0,2,2,0,2
2026-07-03,OGZD,0,0,0,0,0,0,0
2026-07-03,CN50,33,67,0.2,0.4,4,1,5
2026-07-03,BTCJPY,0,100,0,0.09,9,0,9
2026-07-03,ETHUSD,8,92,53.72,631.77,1614,144,1758
2026-07-03,DSHUSD,3,97,0.01,0.33,2,1,3
2026-07-03,DASH,100,0,2.9,0,0,7,7
2026-07-03,BTCGBP,0,100,0,0.01,1,0,1
2026-07-03,ETCUSD,0,100,0,1,1,0,1
2026-07-03,XRPUSD,10,90,1.59,13.63,49,13,62
2026-07-03,BCHUSD,0,100,0,0.01,1,0,1
2026-07-03,ZECUSD,100,0,0.9,0,0,3,3
2026-07-03,XMRUSD,14,86,0.01,0.06,4,1,5
2026-07-03,NEOUSD,0,100,0,11.5,10,0,10
2026-07-03,OMGUSD,0,100,0,264,66,0,66
2026-07-03,RIPPLE,100,0,0.1,0,0,1,1
2026-07-03,EOSUSD,0,100,0,1,2,0,2
2026-07-03,IOTUSD,0,100,0,0.1,1,0,1
2026-07-03,QTMUSD,0,100,0,161,46,0,46
2026-07-03,XLMUSD,3,97,0.01,0.3,1,1,2
2026-07-03,TRXUSD,0,100,0,0.15,1,0,1
2026-07-03,ZRXUSD,100,0,0.02,0,0,2,2
2026-07-03,ADAUSD,2,98,0.1,6.29,11,1,12
2026-07-03,XTZUSD,0,100,0,0.7,2,0,2
2026-07-03,BATUSD,0,100,0,0.15,3,0,3
2026-07-03,FTMUSD,0,100,0,0.01,1,0,1
2026-07-03,FETUSD,0,100,0,0.05,5,0,5
2026-07-03,SCI25,0,100,0,0.2,2,0,2
2026-07-03,CNI30,100,0,0.2,0,0,2,2
2026-07-03,BIO30,0,100,0,0.1,1,0,1
2026-07-03,LAT30,0,100,0,0.1,1,0,1
2026-07-03,JPYX,100,0,1,0,0,1,1
2026-07-03,MKRUSD,0,100,0,0.01,1,0,1
2026-07-03,DOTUSD,0,100,0,0.76,6,0,6
2026-07-03,UNIUSD,0,100,0,15,5,0,5
2026-07-03,VETUSD,0,100,0,0.01,1,0,1
2026-07-03,YFIUSD,0,100,0,0.2,1,0,1
2026-07-03,ICPUSD,0,100,0,0.27,7,0,7
2026-07-03,SOLUSD,6,94,11.86,203.76,136,24,160
2026-07-03,SNXUSD,0,100,0,0.5,1,0,1
2026-07-03,FILUSD,0,100,0,0.34,9,0,9
2026-07-03,AXSUSD,0,100,0,0.14,4,0,4
2026-07-03,ENJUSD,100,0,0.01,0,0,1,1
2026-07-03,ZILUSD,0,100,0,0.1,10,0,10
2026-07-03,LRCUSD,0,100,0,0.3,1,0,1
2026-07-03,GRTUSD,0,100,0,4,4,0,4
2026-07-03,BNTUSD,0,100,0,0.3,1,0,1
