date_NY,time_NY,name,shortPercentage,longPercentage,shortVolume,longVolume,longPositions,shortPositions,totalPositions
2026-07-28,01:21PM,EURUSD,41,59,6416.35,9356.76,27866,20950,48816
2026-07-28,01:21PM,GBPUSD,36,64,2535.46,4469.4,15456,8811,24267
2026-07-28,01:21PM,USDJPY,81,19,1984.33,465.46,2317,6865,9182
2026-07-28,01:21PM,GBPJPY,54,46,405.85,338.97,1955,2090,4045
2026-07-28,01:21PM,USDCAD,71,29,2177.54,894.42,4432,7921,12353
2026-07-28,01:21PM,EURAUD,31,69,330.32,719.88,2545,1147,3692
2026-07-28,01:21PM,EURJPY,82,18,960.96,205.41,1270,2818,4088
2026-07-28,01:21PM,AUDCAD,60,40,3678.74,2492.58,11537,15909,27446
2026-07-28,01:21PM,AUDJPY,82,18,466.61,104.3,868,1967,2835
2026-07-28,01:21PM,AUDNZD,85,15,4999.17,912.6,3298,12383,15681
2026-07-28,01:21PM,AUDUSD,65,35,1212.71,644.39,3396,4564,7960
2026-07-28,01:21PM,CADJPY,80,20,287.61,72.26,483,1599,2082
2026-07-28,01:21PM,EURCAD,22,78,173.84,630.85,2356,1298,3654
2026-07-28,01:21PM,EURCHF,85,15,744.74,132.27,1042,4267,5309
2026-07-28,01:21PM,EURCZK,54,46,0.13,0.11,11,13,24
2026-07-28,01:21PM,EURDKK,0,0,0,0,0,0,0
2026-07-28,01:21PM,EURGBP,51,49,814.9,794.71,3991,5601,9592
2026-07-28,01:21PM,EURHUF,95,5,2.53,0.13,8,23,31
2026-07-28,01:21PM,EURNOK,100,0,0.01,0,0,1,1
2026-07-28,01:21PM,EURNZD,27,73,156.09,415.84,2503,1306,3809
2026-07-28,01:21PM,EURPLN,99,1,4.31,0.03,3,31,34
2026-07-28,01:21PM,EURSEK,85,15,1.03,0.18,18,4,22
2026-07-28,01:21PM,EURTRY,100,0,3.21,0,0,10,10
2026-07-28,01:21PM,GBPCAD,52,48,170.24,154.56,1488,1569,3057
2026-07-28,01:21PM,GBPCHF,84,16,453.29,86.92,615,2777,3392
2026-07-28,01:21PM,NZDCAD,46,54,284.48,339.05,2013,1997,4010
2026-07-28,01:21PM,NZDJPY,58,42,203.68,146.5,621,1331,1952
2026-07-28,01:21PM,NZDUSD,37,63,375.11,641.67,2705,2033,4738
2026-07-28,01:21PM,USDCHF,68,32,1436.39,686.52,2497,5142,7639
2026-07-28,01:21PM,USDCZK,0,100,0,0.53,21,0,21
2026-07-28,01:21PM,USDDKK,0,0,0,0,0,0,0
2026-07-28,01:21PM,USDHKD,100,0,0.02,0,0,1,1
2026-07-28,01:21PM,USDHUF,1,99,0.04,7.03,67,2,69
2026-07-28,01:21PM,USDMXN,63,37,3.79,2.18,34,26,60
2026-07-28,01:21PM,USDNOK,2,98,0.01,0.59,15,1,16
2026-07-28,01:21PM,USDPLN,3,97,0.01,0.35,15,1,16
2026-07-28,01:21PM,USDSEK,67,33,5,2.49,26,10,36
2026-07-28,01:21PM,USDSGD,80,20,7.72,1.94,51,90,141
2026-07-28,01:21PM,USDTHB,21,79,0.04,0.15,6,3,9
2026-07-28,01:21PM,USDTRY,100,0,0.9,0,0,2,2
2026-07-28,01:21PM,USDZAR,91,9,15.14,1.5,61,214,275
2026-07-28,01:21PM,CHFJPY,73,27,496.4,183.88,1473,1824,3297
2026-07-28,01:21PM,AUDCHF,92,8,1681.05,146.87,730,3975,4705
2026-07-28,01:21PM,GBPNZD,51,49,283.68,267.45,2088,881,2969
2026-07-28,01:21PM,NZDCHF,85,15,1400.77,239.43,1736,3174,4910
2026-07-28,01:21PM,XAGUSD,40,60,99.89,151.39,932,301,1233
2026-07-28,01:21PM,XAUUSD,41,59,780.43,1124.6,10681,5816,16497
2026-07-28,01:21PM,CADCHF,47,53,408.76,459.42,3387,2129,5516
2026-07-28,01:21PM,GBPAUD,29,71,122.21,304.3,1961,791,2752
2026-07-28,01:21PM,SPA35,0,100,0,0.18,1,0,1
2026-07-28,01:21PM,SGDJPY,100,0,64.77,0.08,8,100,108
2026-07-28,01:21PM,SUGAR,0,100,0,26.4,16,0,16
2026-07-28,01:21PM,GBPNOK,0,100,0,0.18,4,0,4
2026-07-28,01:21PM,US30,36,64,3,5.31,2,1,3
2026-07-28,01:21PM,EURZAR,99,1,3.72,0.03,2,19,21
2026-07-28,01:21PM,AUDSGD,54,46,2.81,2.42,59,34,93
2026-07-28,01:21PM,GBPZAR,0,0,0,0,0,0,0
2026-07-28,01:21PM,GBPSEK,0,100,0,0.29,7,0,7
2026-07-28,01:21PM,CHFSGD,91,9,1.69,0.16,12,25,37
2026-07-28,01:21PM,EURSGD,69,31,13.87,6.37,114,58,172
2026-07-28,01:21PM,GBPSGD,4,96,2.13,55.33,114,18,132
2026-07-28,01:21PM,AUDDKK,0,0,0,0,0,0,0
2026-07-28,01:21PM,EURHKD,38,63,1.08,1.8,45,4,49
2026-07-28,01:21PM,GBPDKK,0,0,0,0,0,0,0
2026-07-28,01:21PM,COPPER,0,100,0,0.03,3,0,3
2026-07-28,01:21PM,COFFEE,80,20,4,1,1,3,4
2026-07-28,01:21PM,EURO50,0,0,0,0,0,0,0
2026-07-28,01:21PM,TRYJPY,0,100,0.02,5.83,10,1,11
2026-07-28,01:21PM,US500,100,0,1.1,0,0,2,2
2026-07-28,01:21PM,GBPPLN,0,0,0,0,0,0,0
2026-07-28,01:21PM,WHEAT,0,100,0,0.01,1,0,1
2026-07-28,01:21PM,COCOA,100,0,0.05,0,0,1,1
2026-07-28,01:21PM,UK100,100,0,1.36,0,0,6,6
2026-07-28,01:21PM,XAUGBP,100,0,0.04,0,0,3,3
2026-07-28,01:21PM,COTTON,0,100,0,0.03,3,0,3
2026-07-28,01:21PM,NOKJPY,97,3,1.5,0.04,4,2,6
2026-07-28,01:21PM,SP500,0,0,0,0,0,0,0
2026-07-28,01:21PM,ZARJPY,91,9,2,0.2,11,2,13
2026-07-28,01:21PM,HKDJPY,0,0,0,0,0,0,0
2026-07-28,01:21PM,CHFNOK,50,50,0.02,0.02,1,1,2
2026-07-28,01:21PM,GBPTRY,100,0,0.4,0,0,2,2
2026-07-28,01:21PM,USDRUB,0,100,0,0.1,1,0,1
2026-07-28,01:21PM,SEKJPY,0,100,0,0.29,7,0,7
2026-07-28,01:21PM,MSFT,0,0,0,0,0,0,0
2026-07-28,01:21PM,JNJ,0,0,0,0,0,0,0
2026-07-28,01:21PM,EURMXN,100,0,2.19,0,0,23,23
2026-07-28,01:21PM,XAUAUD,79,21,0.11,0.03,3,6,9
2026-07-28,01:21PM,XAUEUR,48,52,1.99,2.19,67,9,76
2026-07-28,01:21PM,WS30,0,0,0,0,0,0,0
2026-07-28,01:21PM,NAS100,2,98,0.01,0.61,7,1,8
2026-07-28,01:21PM,SGDHKD,0,0,0,0,0,0,0
2026-07-28,01:21PM,US2000,100,0,2,0,0,2,2
2026-07-28,01:21PM,FRA40,94,6,4,0.26,1,4,5
2026-07-28,01:21PM,GER30,0,100,0,0.1,1,0,1
2026-07-28,01:21PM,AUDSEK,0,0,0,0,0,0,0
2026-07-28,01:21PM,XAUJPY,4,96,0.08,1.96,27,3,30
2026-07-28,01:21PM,XAUCHF,3,97,0.02,0.68,33,1,34
2026-07-28,01:21PM,USOIL,100,0,0.03,0,0,1,1
2026-07-28,01:21PM,CHFSEK,100,0,0.1,0,0,10,10
2026-07-28,01:21PM,AUS200,50,50,1,1,1,1,2
2026-07-28,01:21PM,GBPMXN,100,0,0.28,0,0,12,12
2026-07-28,01:21PM,JPN225,0,100,0,1,1,0,1
2026-07-28,01:21PM,XAGAUD,50,50,0.01,0.01,1,1,2
2026-07-28,01:21PM,NOKSEK,45,55,0.69,0.85,73,6,79
2026-07-28,01:21PM,USDX,0,100,0,0.3,1,0,1
2026-07-28,01:21PM,XAGEUR,0,100,0,0.54,33,0,33
2026-07-28,01:21PM,EBAY,0,0,0,0,0,0,0
2026-07-28,01:21PM,VIX,0,100,0,0.2,2,0,2
2026-07-28,01:21PM,CHFHKD,0,0,0,0,0,0,0
2026-07-28,01:21PM,YHOO,0,100,0,8,1,0,1
2026-07-28,01:21PM,XPTUSD,46,54,9.36,10.83,13,25,38
2026-07-28,01:21PM,GBPHKD,0,0,0,0,0,0,0
2026-07-28,01:21PM,XPDUSD,0,100,0,0.12,12,0,12
2026-07-28,01:21PM,CADHKD,0,0,0,0,0,0,0
2026-07-28,01:21PM,USDCNH,0,100,0,23.39,50,0,50
2026-07-28,01:21PM,AUDHKD,0,0,0,0,0,0,0
2026-07-28,01:21PM,NZDHKD,0,0,0,0,0,0,0
2026-07-28,01:21PM,AAPL,0,0,0,0,0,0,0
2026-07-28,01:21PM,PFE,0,100,0,0.5,1,0,1
2026-07-28,01:21PM,FB,0,100,0,0.5,1,0,1
2026-07-28,01:21PM,IT40,100,0,4,0,0,1,1
2026-07-28,01:21PM,GS,0,0,0,0,0,0,0
2026-07-28,01:21PM,NKE,0,0,0,0,0,0,0
2026-07-28,01:21PM,BA,0,0,0,0,0,0,0
2026-07-28,01:21PM,CVX,0,0,0,0,0,0,0
2026-07-28,01:21PM,GOOG,0,100,0,1,1,0,1
2026-07-28,01:21PM,XTIUSD,0,100,0,3,3,0,3
2026-07-28,01:21PM,BTCUSD,61,39,188.93,121.81,1334,834,2168
2026-07-28,01:21PM,XBRUSD,0,100,0,0.03,3,0,3
2026-07-28,01:21PM,US30.D,100,0,1,0,0,1,1
2026-07-28,01:21PM,BTCEUR,100,0,0.1,0,0,1,1
2026-07-28,01:21PM,LTCBTC,0,100,0,2,2,0,2
2026-07-28,01:21PM,LTCUSD,2,98,1,58.46,341,2,343
2026-07-28,01:21PM,TWTR,0,100,0,1,1,0,1
2026-07-28,01:21PM,HK50,100,0,0.1,0,0,1,1
2026-07-28,01:21PM,GOPRO,0,100,0,0.01,1,0,1
2026-07-28,01:21PM,XNGUSD,100,0,0.02,0,0,1,1
2026-07-28,01:21PM,APPL,0,0,0,0,0,0,0
2026-07-28,01:21PM,DXU5,0,0,0,0,0,0,0
2026-07-28,01:21PM,DXZ5,0,100,0,2,2,0,2
2026-07-28,01:21PM,OGZD,0,0,0,0,0,0,0
2026-07-28,01:21PM,CN50,33,67,0.2,0.4,4,1,5
2026-07-28,01:21PM,BTCJPY,0,100,0,0.08,8,0,8
2026-07-28,01:21PM,ETHUSD,16,84,79.09,403.97,1303,185,1488
2026-07-28,01:21PM,DSHUSD,100,0,0.01,0,0,1,1
2026-07-28,01:21PM,DASH,100,0,2.9,0,0,7,7
2026-07-28,01:21PM,BTCGBP,0,100,0,0.01,1,0,1
2026-07-28,01:21PM,ETCUSD,0,100,0,1,1,0,1
2026-07-28,01:21PM,XRPUSD,7,93,2.04,28.15,61,13,74
2026-07-28,01:21PM,BCHUSD,50,50,0.01,0.01,1,1,2
2026-07-28,01:21PM,ZECUSD,100,0,1.2,0,0,4,4
2026-07-28,01:21PM,XMRUSD,14,86,0.01,0.06,4,1,5
2026-07-28,01:21PM,NEOUSD,0,100,0,11.5,10,0,10
2026-07-28,01:21PM,OMGUSD,0,100,0,264,66,0,66
2026-07-28,01:21PM,RIPPLE,100,0,0.1,0,0,1,1
2026-07-28,01:21PM,EOSUSD,0,100,0,1,2,0,2
2026-07-28,01:21PM,IOTUSD,0,100,0,0.1,1,0,1
2026-07-28,01:21PM,QTMUSD,0,100,0,161,46,0,46
2026-07-28,01:21PM,XLMUSD,0,100,0,0.3,1,0,1
2026-07-28,01:21PM,TRXUSD,0,100,0,0.15,1,0,1
2026-07-28,01:21PM,ZRXUSD,100,0,0.02,0,0,2,2
2026-07-28,01:21PM,ADAUSD,2,98,0.1,6.3,12,1,13
2026-07-28,01:21PM,XTZUSD,0,100,0,0.7,2,0,2
2026-07-28,01:21PM,BATUSD,0,100,0,0.15,3,0,3
2026-07-28,01:21PM,FTMUSD,0,100,0,0.01,1,0,1
2026-07-28,01:21PM,FETUSD,0,100,0,0.05,5,0,5
2026-07-28,01:21PM,SCI25,0,100,0,0.2,2,0,2
2026-07-28,01:21PM,CNI30,100,0,0.2,0,0,2,2
2026-07-28,01:21PM,BIO30,0,100,0,0.1,1,0,1
2026-07-28,01:21PM,LAT30,0,100,0,0.1,1,0,1
2026-07-28,01:21PM,JPYX,100,0,1,0,0,1,1
2026-07-28,01:21PM,MKRUSD,0,100,0,0.01,1,0,1
2026-07-28,01:21PM,DOTUSD,0,100,0,0.82,8,0,8
2026-07-28,01:21PM,UNIUSD,0,100,0,15,5,0,5
2026-07-28,01:21PM,VETUSD,0,100,0,0.01,1,0,1
2026-07-28,01:21PM,YFIUSD,0,100,0,0.2,1,0,1
2026-07-28,01:21PM,ICPUSD,0,100,0,0.28,8,0,8
2026-07-28,01:21PM,SOLUSD,6,94,13.42,197.89,134,20,154
2026-07-28,01:21PM,SNXUSD,0,100,0,0.5,1,0,1
2026-07-28,01:21PM,FILUSD,0,100,0,0.35,10,0,10
2026-07-28,01:21PM,AXSUSD,0,100,0,0.15,5,0,5
2026-07-28,01:21PM,ENJUSD,100,0,0.01,0,0,1,1
2026-07-28,01:21PM,ZILUSD,0,100,0,0.1,10,0,10
2026-07-28,01:21PM,LRCUSD,0,100,0,0.3,1,0,1
2026-07-28,01:21PM,GRTUSD,0,100,0,0.03,3,0,3
2026-07-28,01:21PM,CHZUSD,0,100,0,0.01,1,0,1
2026-07-28,01:21PM,BNTUSD,0,100,0,0.3,1,0,1
