date,name,shortPercentage,longPercentage,shortVolume,longVolume,longPositions,shortPositions,totalPositions
2026-07-01,EURUSD,38,62,5946.13,9708.67,28776,18913,47689
2026-07-01,GBPUSD,48,52,2800.84,3007.49,14173,11411,25584
2026-07-01,USDJPY,87,13,2616.28,382.57,2245,9187,11432
2026-07-01,GBPJPY,81,19,966.88,225.42,1129,2697,3826
2026-07-01,USDCAD,93,7,5055.89,356.96,2897,15387,18284
2026-07-01,EURAUD,49,51,496.49,516.78,2037,2116,4153
2026-07-01,EURJPY,71,29,952.34,395.72,1117,2756,3873
2026-07-01,AUDCAD,49,51,4295.41,4479.85,15853,19445,35298
2026-07-01,AUDJPY,55,45,319.1,261.09,1341,1674,3015
2026-07-01,AUDNZD,86,14,4989.77,807.12,2997,12091,15088
2026-07-01,AUDUSD,32,68,1119.04,2410.84,6714,3853,10567
2026-07-01,CADJPY,53,47,129.32,114.46,685,605,1290
2026-07-01,EURCAD,80,20,330.38,84.89,552,2109,2661
2026-07-01,EURCHF,51,49,330.29,314.03,1670,2333,4003
2026-07-01,EURCZK,88,12,0.29,0.04,2,19,21
2026-07-01,EURDKK,0,0,0,0,0,0,0
2026-07-01,EURGBP,36,64,362.61,640.47,4237,2181,6418
2026-07-01,EURHUF,93,7,3.37,0.25,10,19,29
2026-07-01,EURNOK,100,0,0.9,0,0,10,10
2026-07-01,EURNZD,84,16,610.83,117.1,896,2720,3616
2026-07-01,EURPLN,100,0,4.28,0.01,1,28,29
2026-07-01,EURSEK,100,0,0.22,0,0,4,4
2026-07-01,EURTRY,100,0,0.54,0,0,5,5
2026-07-01,GBPCAD,88,12,351.55,47.36,441,3190,3631
2026-07-01,GBPCHF,55,45,144.93,116.45,831,1717,2548
2026-07-01,NZDCAD,42,58,457.58,624.08,2933,2683,5616
2026-07-01,NZDJPY,47,53,142.3,161.8,1099,1039,2138
2026-07-01,NZDUSD,17,83,296.54,1491.43,5505,1234,6739
2026-07-01,USDCHF,63,37,1199.24,717.72,3063,4554,7617
2026-07-01,USDCZK,0,100,0,0.54,22,0,22
2026-07-01,USDDKK,0,0,0,0,0,0,0
2026-07-01,USDHKD,100,0,0.02,0,0,1,1
2026-07-01,USDHUF,0,100,0,6.87,70,0,70
2026-07-01,USDMXN,53,47,2.71,2.43,39,28,67
2026-07-01,USDNOK,70,30,1.4,0.61,17,6,23
2026-07-01,USDPLN,0,100,0,0.36,16,0,16
