date_NY,time_NY,name,shortPercentage,longPercentage,shortVolume,longVolume,longPositions,shortPositions,totalPositions
2026-09-22,06:36PM,EURUSD,32,68,5418.56,11550.32,28795,18717,47512
2026-09-22,06:36PM,GBPUSD,34,66,2045.79,4057.79,15218,7654,22872
2026-09-22,06:36PM,USDJPY,49,51,692.71,733.47,4125,3826,7951
2026-09-22,06:36PM,GBPJPY,34,66,213.19,405.38,1955,918,2873
2026-09-22,06:36PM,USDCAD,83,17,2955.74,590.8,2659,9970,12629
2026-09-22,06:36PM,EURAUD,14,86,121.15,757.24,3289,767,4056
2026-09-22,06:36PM,EURJPY,54,46,577.35,499.5,2000,1474,3474
2026-09-22,06:36PM,AUDCAD,89,11,5662.23,734.85,3572,21997,25569
2026-09-22,06:36PM,AUDJPY,51,49,225.27,219.07,1200,1199,2399
2026-09-22,06:36PM,AUDNZD,92,8,6782.65,586.01,1728,20090,21818
2026-09-22,06:36PM,AUDUSD,52,48,975.83,911.86,3602,4331,7933
2026-09-22,06:36PM,CADJPY,23,77,80.62,267.44,888,434,1322
2026-09-22,06:36PM,EURCAD,34,66,236.3,466.9,1593,1544,3137
2026-09-22,06:36PM,EURCHF,68,32,844.89,405.95,2281,3358,5639
2026-09-22,06:36PM,EURCZK,68,32,0.19,0.09,9,19,28
2026-09-22,06:36PM,EURDKK,0,0,0,0,0,0,0
2026-09-22,06:36PM,EURGBP,58,42,617.6,439.36,2845,3436,6281
2026-09-22,06:36PM,EURHUF,94,6,2.3,0.15,15,7,22
2026-09-22,06:36PM,EURNOK,100,0,0.09,0,0,6,6
2026-09-22,06:36PM,EURNZD,78,22,313.33,86.1,682,1845,2527
2026-09-22,06:36PM,EURPLN,100,0,4.42,0.02,2,35,37
2026-09-22,06:36PM,EURSEK,41,59,0.07,0.1,10,7,17
2026-09-22,06:36PM,EURTRY,100,0,2.42,0.01,1,12,13
2026-09-22,06:36PM,GBPCAD,62,38,174.22,107.86,1153,1188,2341
2026-09-22,06:36PM,GBPCHF,61,39,254.42,160.71,1107,1284,2391
2026-09-22,06:36PM,NZDCAD,20,80,325.53,1272.61,5191,1846,7037
2026-09-22,06:36PM,NZDJPY,7,93,41.43,529.98,1597,368,1965
2026-09-22,06:36PM,NZDUSD,13,87,183.86,1278.1,4545,920,5465
2026-09-22,06:36PM,USDCHF,66,34,1182.75,600.69,2710,3982,6692
2026-09-22,06:36PM,USDCZK,0,100,0,0.44,18,0,18
2026-09-22,06:36PM,USDDKK,0,0,0,0,0,0,0
2026-09-22,06:36PM,USDHKD,100,0,0.02,0,0,1,1
2026-09-22,06:36PM,USDHUF,0,100,0,6.53,62,0,62
2026-09-22,06:36PM,USDMXN,89,11,20.7,2.67,49,62,111
2026-09-22,06:36PM,USDNOK,32,68,0.14,0.3,15,4,19
2026-09-22,06:36PM,USDPLN,13,87,0.05,0.34,14,5,19
2026-09-22,06:36PM,USDSEK,87,13,3.05,0.45,21,12,33
2026-09-22,06:36PM,USDSGD,11,89,1.14,9.37,101,19,120
2026-09-22,06:36PM,USDTHB,5,95,0.01,0.21,9,1,10
2026-09-22,06:36PM,USDTRY,8,92,0.01,0.11,2,1,3
2026-09-22,06:36PM,USDZAR,82,18,8.03,1.79,67,85,152
2026-09-22,06:36PM,CHFJPY,30,70,138.94,322.07,1564,845,2409
2026-09-22,06:36PM,AUDCHF,96,4,2100.88,98.2,959,3993,4952
2026-09-22,06:36PM,GBPNZD,70,30,210.94,90.46,1038,1665,2703
2026-09-22,06:36PM,NZDCHF,30,70,125.35,291.9,1941,991,2932
2026-09-22,06:36PM,XAGUSD,47,53,132.93,147.78,776,362,1138
2026-09-22,06:36PM,XAUUSD,41,59,749.77,1066.02,9648,4785,14433
2026-09-22,06:36PM,CADCHF,32,68,237.9,514.12,3928,1351,5279
2026-09-22,06:36PM,GBPAUD,12,88,43.99,320,1972,355,2327
2026-09-22,06:36PM,SPA35,0,100,0,0.18,1,0,1
2026-09-22,06:36PM,SGDJPY,84,16,1.36,0.26,10,9,19
2026-09-22,06:36PM,SUGAR,0,100,0,26.4,16,0,16
2026-09-22,06:36PM,GBPNOK,0,100,0,0.01,1,0,1
2026-09-22,06:36PM,US30,36,64,3,5.31,2,1,3
2026-09-22,06:36PM,EURZAR,99,1,2.18,0.03,2,14,16
2026-09-22,06:36PM,AUDSGD,64,36,3.09,1.72,108,80,188
2026-09-22,06:36PM,GBPZAR,0,0,0,0,0,0,0
2026-09-22,06:36PM,GBPSEK,0,100,0,0.15,4,0,4
2026-09-22,06:36PM,CHFSGD,67,33,1.65,0.82,24,23,47
2026-09-22,06:36PM,EURSGD,21,79,5.69,21.13,438,58,496
2026-09-22,06:36PM,GBPSGD,8,92,1.34,14.65,118,7,125
2026-09-22,06:36PM,AUDDKK,0,0,0,0,0,0,0
2026-09-22,06:36PM,EURHKD,38,63,1.08,1.8,45,4,49
2026-09-22,06:36PM,GBPDKK,0,0,0,0,0,0,0
2026-09-22,06:36PM,COPPER,0,100,0,0.03,3,0,3
2026-09-22,06:36PM,COFFEE,80,20,4,1,1,3,4
2026-09-22,06:36PM,EURO50,0,0,0,0,0,0,0
