date_NY,time_NY,name,shortPercentage,longPercentage,shortVolume,longVolume,longPositions,shortPositions,totalPositions
2026-07-09,06:48AM,EURUSD,37,63,5938,10257.87,28547,19067,47614
2026-07-09,06:48AM,GBPUSD,75,25,5320.16,1738.58,8273,16746,25019
2026-07-09,06:48AM,USDJPY,83,17,1906.68,395.1,2023,6476,8499
2026-07-09,06:48AM,GBPJPY,83,17,1244.58,251.98,1196,3714,4910
2026-07-09,06:48AM,USDCAD,83,17,4044.03,806.03,3861,12774,16635
2026-07-09,06:48AM,EURAUD,40,60,262.86,397.96,1872,1274,3146
2026-07-09,06:48AM,EURJPY,78,22,866.9,242.86,870,2447,3317
2026-07-09,06:48AM,AUDCAD,55,45,3614.54,2995.37,12123,16536,28659
2026-07-09,06:48AM,AUDJPY,60,40,313.01,208.33,1208,1267,2475
2026-07-09,06:48AM,AUDNZD,83,17,4359.1,908.2,3723,10513,14236
2026-07-09,06:48AM,AUDUSD,48,52,1000.39,1089.96,4642,3494,8136
2026-07-09,06:48AM,CADJPY,65,35,147.55,78.23,574,929,1503
2026-07-09,06:48AM,EURCAD,27,73,211.01,567.28,1932,1594,3526
2026-07-09,06:48AM,EURCHF,61,39,370.23,238.09,1348,2433,3781
2026-07-09,06:48AM,EURCZK,88,12,0.29,0.04,2,19,21
2026-07-09,06:48AM,EURDKK,0,0,0,0,0,0,0
2026-07-09,06:48AM,EURGBP,10,90,225.17,2093.85,10209,1368,11577
2026-07-09,06:48AM,EURHUF,72,28,1.2,0.47,13,4,17
2026-07-09,06:48AM,EURNOK,1,99,0.01,1.92,7,1,8
2026-07-09,06:48AM,EURNZD,76,24,355.37,110.27,944,1961,2905
2026-07-09,06:48AM,EURPLN,100,0,4.3,0.02,2,30,32
2026-07-09,06:48AM,EURSEK,100,0,0.01,0,0,1,1
2026-07-09,06:48AM,EURTRY,100,0,0.61,0,0,6,6
2026-07-09,06:48AM,GBPCAD,89,11,409.4,48.25,514,3404,3918
2026-07-09,06:48AM,GBPCHF,84,16,318.19,59.64,451,2638,3089
2026-07-09,06:48AM,NZDCAD,48,52,339.6,363.93,2105,2048,4153
2026-07-09,06:48AM,NZDJPY,33,67,70.23,139.67,927,679,1606
2026-07-09,06:48AM,NZDUSD,18,82,211.79,961.68,3957,1225,5182
2026-07-09,06:48AM,USDCHF,59,41,1035.88,714.44,2560,3424,5984
2026-07-09,06:48AM,USDCZK,0,100,0,0.53,21,0,21
2026-07-09,06:48AM,USDDKK,0,0,0,0,0,0,0
2026-07-09,06:48AM,USDHKD,100,0,0.02,0,0,1,1
2026-07-09,06:48AM,USDHUF,0,100,0,6.36,55,0,55
2026-07-09,06:48AM,USDMXN,67,33,4.48,2.17,31,33,64
2026-07-09,06:48AM,USDNOK,24,76,1.13,3.58,31,1,32
2026-07-09,06:48AM,USDPLN,3,97,0.01,0.36,16,1,17
