date,name,shortPercentage,longPercentage,shortVolume,longVolume,longPositions,shortPositions,totalPositions
2026-07-03,EURUSD,45,55,6593.75,8159.92,22772,22519,45291
2026-07-03,GBPUSD,73,27,5522.98,2094.02,9310,17541,26851
2026-07-03,USDJPY,69,31,1676.76,744.4,3891,4631,8522
2026-07-03,GBPJPY,61,39,423.01,270.03,1257,1876,3133
2026-07-03,USDCAD,91,9,4486.72,423.37,3122,13660,16782
2026-07-03,EURAUD,45,55,374.57,454.18,1961,1942,3903
2026-07-03,EURJPY,58,42,773.36,548.86,2185,1847,4032
2026-07-03,AUDCAD,57,43,4003.55,3038.36,12051,18859,30910
2026-07-03,AUDJPY,50,50,290.56,290.46,1599,1240,2839
2026-07-03,AUDNZD,84,16,4906.11,933.47,3758,11582,15340
2026-07-03,AUDUSD,43,57,1133.27,1501.28,5508,3849,9357
2026-07-03,CADJPY,26,74,68.48,190.68,1101,456,1557
2026-07-03,EURCAD,79,21,309.63,84.03,480,2074,2554
2026-07-03,EURCHF,35,65,242.29,458.83,2521,1499,4020
2026-07-03,EURCZK,88,12,0.29,0.04,2,19,21
2026-07-03,EURDKK,0,0,0,0,0,0,0
2026-07-03,EURGBP,16,84,276.16,1424.51,8071,1717,9788
2026-07-03,EURHUF,29,71,0.76,1.84,20,8,28
2026-07-03,EURNOK,100,0,2.04,0,0,12,12
2026-07-03,EURNZD,82,18,540.4,120.29,934,2403,3337
2026-07-03,EURPLN,100,0,4.29,0.01,1,29,30
2026-07-03,EURSEK,100,0,0.01,0,0,1,1
2026-07-03,EURTRY,100,0,0.41,0,0,2,2
2026-07-03,GBPCAD,93,7,584.03,44.47,377,4918,5295
2026-07-03,GBPCHF,57,43,156.08,115.44,798,1828,2626
2026-07-03,NZDCAD,65,35,694.06,368.48,1987,4024,6011
2026-07-03,NZDJPY,20,80,52.16,208.37,1267,620,1887
2026-07-03,NZDUSD,25,75,395.57,1212.22,4364,1480,5844
2026-07-03,USDCHF,51,49,883.19,837.76,3601,2834,6435
2026-07-03,USDCZK,0,100,0,0.54,22,0,22
2026-07-03,USDDKK,0,0,0,0,0,0,0
2026-07-03,USDHKD,100,0,0.02,0,0,1,1
2026-07-03,USDHUF,0,100,0,6.78,65,0,65
2026-07-03,USDMXN,54,46,2.64,2.29,35,26,61
2026-07-03,USDNOK,64,36,1.13,0.64,20,1,21
2026-07-03,USDPLN,0,100,0,0.37,17,0,17
2026-07-03,USDSEK,54,46,5,4.25,27,10,37
2026-07-03,USDSGD,92,8,19.08,1.56,56,149,205
2026-07-03,USDTHB,19,81,0.04,0.17,8,3,11
2026-07-03,USDTRY,100,0,0.15,0,0,2,2
2026-07-03,USDZAR,21,79,0.47,1.78,69,16,85
2026-07-03,CHFJPY,76,24,511.67,160.79,1325,1985,3310
2026-07-03,AUDCHF,19,81,223.22,929.04,2426,1303,3729
2026-07-03,GBPNZD,90,10,886.43,93.63,796,3916,4712
2026-07-03,NZDCHF,18,82,99.85,444.62,2764,581,3345
2026-07-03,XAGUSD,43,57,116.25,153.47,885,350,1235
2026-07-03,XAUUSD,43,57,739.53,964.12,9548,5072,14620
2026-07-03,CADCHF,9,91,68.52,732.77,5117,489,5606
