date,name,shortPercentage,longPercentage,shortVolume,longVolume,longPositions,shortPositions,totalPositions
2026-07-01,EURUSD,35,65,5359.14,9889.99,29241,16493,45734
2026-07-01,GBPUSD,55,45,3026.28,2510.49,12736,11831,24567
2026-07-01,USDJPY,89,11,2668.74,341.33,1928,9190,11118
2026-07-01,GBPJPY,81,19,951.53,218.71,1101,2586,3687
2026-07-01,USDCAD,94,6,5132.11,339.38,2625,15366,17991
2026-07-01,EURAUD,48,52,442.46,486.82,2034,1992,4026
2026-07-01,EURJPY,62,38,850.09,518.6,1588,2040,3628
2026-07-01,AUDCAD,46,54,3767.65,4385.66,15487,17703,33190
2026-07-01,AUDJPY,53,47,303.07,264.21,1384,1325,2709
2026-07-01,AUDNZD,84,16,4929.56,912.78,3679,11403,15082
2026-07-01,AUDUSD,31,69,1062.4,2360.01,6712,3457,10169
2026-07-01,CADJPY,56,44,165.46,130.79,769,638,1407
2026-07-01,EURCAD,69,31,282.22,125.41,847,1596,2443
2026-07-01,EURCHF,48,52,323.36,352.64,1952,2137,4089
2026-07-01,EURCZK,88,12,0.29,0.04,2,19,21
2026-07-01,EURDKK,0,0,0,0,0,0,0
2026-07-01,EURGBP,19,81,259.57,1135.27,6726,1419,8145
2026-07-01,EURHUF,48,52,0.67,0.73,15,5,20
2026-07-01,EURNOK,100,0,0.91,0,0,11,11
2026-07-01,EURNZD,78,22,504.39,140.79,1038,2339,3377
2026-07-01,EURPLN,100,0,4.29,0,0,29,29
2026-07-01,EURSEK,100,0,0.27,0,0,5,5
2026-07-01,EURTRY,100,0,0.54,0,0,5,5
2026-07-01,GBPCAD,91,9,411.68,42.22,323,3718,4041
2026-07-01,GBPCHF,60,40,172.03,113.07,711,1967,2678
2026-07-01,NZDCAD,50,50,523.79,517.85,2454,3111,5565
2026-07-01,NZDJPY,37,63,91.85,158.98,1079,1021,2100
2026-07-01,NZDUSD,10,90,198.31,1799.27,5925,1074,6999
2026-07-01,USDCHF,63,37,1191.3,685.89,2807,4554,7361
2026-07-01,USDCZK,0,100,0,0.31,13,0,13
2026-07-01,USDDKK,0,0,0,0,0,0,0
2026-07-01,USDHKD,100,0,0.02,0,0,1,1
2026-07-01,USDHUF,0,100,0,6.87,70,0,70
2026-07-01,USDMXN,57,43,3.07,2.34,37,26,63
2026-07-01,USDNOK,70,30,1.4,0.61,17,6,23
2026-07-01,USDPLN,0,100,0,0.35,15,0,15
2026-07-01,USDSEK,72,28,5,1.98,24,10,34
2026-07-01,USDSGD,93,7,18.34,1.35,46,154,200
2026-07-01,USDTHB,6,94,0.01,0.15,6,1,7
2026-07-01,USDTRY,100,0,0.15,0,0,2,2
2026-07-01,USDZAR,63,37,2.77,1.66,66,68,134
2026-07-01,CHFJPY,78,22,534.61,152.5,1263,2006,3269
2026-07-01,AUDCHF,25,75,307.15,910.52,2176,1559,3735
2026-07-01,GBPNZD,89,11,847.92,105.5,867,3781,4648
2026-07-01,NZDCHF,20,80,107.22,431.29,2648,740,3388
2026-07-01,XAGUSD,40,60,106.37,159.81,935,318,1253
2026-07-01,XAUUSD,54,46,1490.93,1251.89,10704,8049,18753
2026-07-01,CADCHF,14,86,98.9,607.93,4318,852,5170
2026-07-01,GBPAUD,80,20,639.57,163,1416,2380,3796
2026-07-01,SPA35,0,100,0,0.18,1,0,1
2026-07-01,SGDJPY,99,1,16.2,0.13,13,66,79
2026-07-01,SUGAR,0,100,0,26.4,16,0,16
2026-07-01,GBPNOK,100,0,0.05,0,0,1,1
2026-07-01,US30,36,64,3,5.31,2,1,3
2026-07-01,EURZAR,97,3,0.87,0.03,2,9,11
2026-07-01,AUDSGD,22,78,1.1,3.96,79,15,94
2026-07-01,GBPZAR,0,0,0,0,0,0,0
2026-07-01,GBPSEK,100,0,0.05,0,0,1,1
2026-07-01,CHFSGD,81,19,0.67,0.16,8,22,30
2026-07-01,EURSGD,43,57,8.25,10.97,95,98,193
2026-07-01,GBPSGD,97,3,35.39,1.21,26,62,88
2026-07-01,AUDDKK,0,0,0,0,0,0,0
2026-07-01,EURHKD,38,63,1.08,1.8,45,4,49
2026-07-01,GBPDKK,0,0,0,0,0,0,0
2026-07-01,COPPER,0,100,0,0.03,3,0,3
2026-07-01,COFFEE,80,20,4,1,1,3,4
2026-07-01,EURO50,0,0,0,0,0,0,0
2026-07-01,TRYJPY,0,100,0.02,5.83,10,1,11
2026-07-01,US500,100,0,1.1,0,0,2,2
2026-07-01,GBPPLN,0,0,0,0,0,0,0
2026-07-01,WHEAT,0,100,0,0.01,1,0,1
2026-07-01,COCOA,100,0,0.05,0,0,1,1
2026-07-01,UK100,100,0,1.36,0,0,6,6
2026-07-01,XAUGBP,94,6,0.31,0.02,2,11,13
2026-07-01,COTTON,0,100,0,0.03,3,0,3
2026-07-01,NOKJPY,100,0,1,0,0,1,1
2026-07-01,SP500,0,0,0,0,0,0,0
2026-07-01,ZARJPY,0,100,0,0.06,6,0,6
2026-07-01,HKDJPY,0,0,0,0,0,0,0
2026-07-01,CHFNOK,50,50,0.02,0.02,1,1,2
2026-07-01,GBPTRY,100,0,0.4,0,0,2,2
2026-07-01,USDRUB,0,100,0,0.1,1,0,1
2026-07-01,SEKJPY,0,100,0,0.29,7,0,7
2026-07-01,MSFT,0,0,0,0,0,0,0
2026-07-01,JNJ,0,0,0,0,0,0,0
2026-07-01,EURMXN,100,0,1.63,0,0,17,17
2026-07-01,XAUAUD,44,56,0.04,0.05,5,4,9
2026-07-01,XAUEUR,96,4,23.68,1.09,50,38,88
2026-07-01,WS30,0,0,0,0,0,0,0
2026-07-01,NAS100,2,98,0.01,0.61,7,1,8
2026-07-01,SGDHKD,0,0,0,0,0,0,0
2026-07-01,US2000,100,0,2,0,0,2,2
2026-07-01,FRA40,94,6,4,0.26,1,4,5
2026-07-01,GER30,0,100,0,0.1,1,0,1
2026-07-01,AUDSEK,0,0,0,0,0,0,0
2026-07-01,XAUJPY,6,94,0.07,1.02,17,3,20
2026-07-01,XAUCHF,2,98,0.02,0.82,41,1,42
2026-07-01,USOIL,100,0,0.03,0,0,1,1
2026-07-01,CHFSEK,100,0,0.1,0,0,10,10
2026-07-01,AUS200,50,50,1,1,1,1,2
2026-07-01,GBPMXN,100,0,0.01,0,0,1,1
2026-07-01,JPN225,0,100,0,1,1,0,1
2026-07-01,XAGAUD,0,100,0,0.04,4,0,4
2026-07-01,NOKSEK,5,95,0.11,1.99,172,3,175
2026-07-01,USDX,0,100,0,0.3,1,0,1
2026-07-01,XAGEUR,0,100,0,0.56,35,0,35
2026-07-01,EBAY,0,0,0,0,0,0,0
2026-07-01,VIX,0,100,0,0.2,2,0,2
2026-07-01,CHFHKD,0,0,0,0,0,0,0
2026-07-01,YHOO,0,100,0,8,1,0,1
2026-07-01,XPTUSD,45,55,9.42,11.36,12,31,43
2026-07-01,GBPHKD,0,0,0,0,0,0,0
2026-07-01,XPDUSD,0,100,0,0.13,13,0,13
2026-07-01,CADHKD,0,0,0,0,0,0,0
2026-07-01,USDCNH,0,100,0.11,23.28,45,1,46
2026-07-01,AUDHKD,0,0,0,0,0,0,0
2026-07-01,NZDHKD,0,0,0,0,0,0,0
2026-07-01,AAPL,0,0,0,0,0,0,0
2026-07-01,PFE,0,100,0,0.5,1,0,1
2026-07-01,FB,0,100,0,0.5,1,0,1
2026-07-01,IT40,100,0,4,0,0,1,1
2026-07-01,GS,0,0,0,0,0,0,0
2026-07-01,NKE,0,0,0,0,0,0,0
2026-07-01,BA,0,0,0,0,0,0,0
2026-07-01,CVX,0,0,0,0,0,0,0
2026-07-01,GOOG,0,100,0,1,1,0,1
2026-07-01,XTIUSD,0,100,0,3,3,0,3
2026-07-01,BTCUSD,46,54,89.76,105.47,1388,699,2087
2026-07-01,XBRUSD,0,100,0,0.03,3,0,3
2026-07-01,US30.D,100,0,1,0,0,1,1
2026-07-01,BTCEUR,0,100,0,0.01,1,0,1
2026-07-01,LTCBTC,0,100,0,2,2,0,2
2026-07-01,LTCUSD,0,100,0,56.93,333,0,333
2026-07-01,TWTR,0,100,0,1,1,0,1
2026-07-01,HK50,100,0,0.1,0,0,1,1
2026-07-01,GOPRO,0,100,0,0.01,1,0,1
2026-07-01,XNGUSD,100,0,0.02,0,0,1,1
2026-07-01,APPL,0,0,0,0,0,0,0
2026-07-01,DXU5,0,0,0,0,0,0,0
2026-07-01,DXZ5,0,100,0,2,2,0,2
2026-07-01,OGZD,0,0,0,0,0,0,0
2026-07-01,CN50,33,67,0.2,0.4,4,1,5
2026-07-01,BTCJPY,0,100,0,0.1,10,0,10
2026-07-01,ETHUSD,10,90,57.33,541.11,1584,124,1708
2026-07-01,DSHUSD,3,97,0.01,0.33,2,1,3
2026-07-01,DASH,100,0,2.9,0,0,7,7
2026-07-01,BTCGBP,0,100,0,0.01,1,0,1
2026-07-01,ETCUSD,0,100,0,1,1,0,1
2026-07-01,XRPUSD,9,91,1.41,13.47,49,13,62
2026-07-01,BCHUSD,0,100,0,0.51,2,0,2
2026-07-01,ZECUSD,100,0,1,0,0,4,4
2026-07-01,XMRUSD,14,86,0.01,0.06,4,1,5
2026-07-01,NEOUSD,0,100,0,11.5,10,0,10
2026-07-01,OMGUSD,0,100,0,264,66,0,66
2026-07-01,RIPPLE,100,0,0.1,0,0,1,1
2026-07-01,EOSUSD,0,100,0,1,2,0,2
2026-07-01,IOTUSD,0,100,0,0.1,1,0,1
2026-07-01,QTMUSD,0,100,0,161,46,0,46
2026-07-01,XLMUSD,0,100,0,0.3,1,0,1
2026-07-01,TRXUSD,0,100,0,0.15,1,0,1
2026-07-01,ZRXUSD,100,0,0.02,0,0,2,2
2026-07-01,ADAUSD,2,98,0.1,6.29,11,1,12
2026-07-01,XTZUSD,0,100,0,0.7,2,0,2
2026-07-01,BATUSD,0,100,0,0.15,3,0,3
2026-07-01,FTMUSD,0,100,0,0.01,1,0,1
2026-07-01,FETUSD,0,100,0,0.05,5,0,5
2026-07-01,SCI25,0,100,0,0.2,2,0,2
2026-07-01,CNI30,100,0,0.2,0,0,2,2
2026-07-01,BIO30,0,100,0,0.1,1,0,1
2026-07-01,LAT30,0,100,0,0.1,1,0,1
2026-07-01,JPYX,100,0,1,0,0,1,1
2026-07-01,MKRUSD,0,100,0,0.01,1,0,1
2026-07-01,DOTUSD,0,100,0,0.76,6,0,6
2026-07-01,UNIUSD,0,100,0,15,5,0,5
2026-07-01,VETUSD,0,100,0,0.01,1,0,1
2026-07-01,YFIUSD,0,100,0,0.2,1,0,1
2026-07-01,ICPUSD,0,100,0,0.07,6,0,6
2026-07-01,SOLUSD,5,95,10.2,202.05,112,7,119
2026-07-01,SNXUSD,0,100,0,0.5,1,0,1
2026-07-01,FILUSD,0,100,0,0.34,9,0,9
2026-07-01,AXSUSD,0,100,0,0.14,4,0,4
2026-07-01,ENJUSD,100,0,0.01,0,0,1,1
2026-07-01,ZILUSD,0,100,0,0.1,10,0,10
2026-07-01,LRCUSD,0,100,0,0.3,1,0,1
2026-07-01,GRTUSD,0,100,0,4,4,0,4
2026-07-01,BNTUSD,0,100,0,0.3,1,0,1
