date_NY,time_NY,name,shortPercentage,longPercentage,shortVolume,longVolume,longPositions,shortPositions,totalPositions
2026-07-31,06:31AM,EURUSD,56,44,8890.04,6951.65,22234,31480,53714
2026-07-31,06:31AM,GBPUSD,65,35,4134.58,2233.57,8313,13026,21339
2026-07-31,06:31AM,USDJPY,71,29,1484.01,609.37,3066,5364,8430
2026-07-31,06:31AM,GBPJPY,71,29,645.91,260.17,1583,2401,3984
2026-07-31,06:31AM,USDCAD,64,36,2013.65,1145.24,5623,6977,12600
2026-07-31,06:31AM,EURAUD,31,69,336.32,761.33,2141,1748,3889
2026-07-31,06:31AM,EURJPY,80,20,969.31,249.79,1263,2989,4252
2026-07-31,06:31AM,AUDCAD,63,37,4733.71,2732.41,10745,19370,30115
2026-07-31,06:31AM,AUDJPY,67,33,363.93,177.28,939,1648,2587
2026-07-31,06:31AM,AUDNZD,71,29,4345.86,1732.62,6832,9955,16787
2026-07-31,06:31AM,AUDUSD,67,33,1243.34,616.38,2837,4795,7632
2026-07-31,06:31AM,CADJPY,78,22,227.91,64.52,495,1111,1606
2026-07-31,06:31AM,EURCAD,36,64,275.82,486.43,1641,1914,3555
2026-07-31,06:31AM,EURCHF,80,20,757.06,184.94,1286,4021,5307
2026-07-31,06:31AM,EURCZK,67,33,0.22,0.11,11,22,33
2026-07-31,06:31AM,EURDKK,0,0,0,0,0,0,0
2026-07-31,06:31AM,EURGBP,67,33,1096.79,544.9,3280,6722,10002
2026-07-31,06:31AM,EURHUF,89,11,3.07,0.37,20,28,48
2026-07-31,06:31AM,EURNOK,100,0,0.01,0,0,1,1
2026-07-31,06:31AM,EURNZD,30,70,161.99,377.16,1868,1270,3138
2026-07-31,06:31AM,EURPLN,98,2,4.31,0.08,4,31,35
2026-07-31,06:31AM,EURSEK,55,45,0.27,0.22,22,8,30
2026-07-31,06:31AM,EURTRY,100,0,3.21,0,0,10,10
2026-07-31,06:31AM,GBPCAD,63,37,197.16,116.4,1041,2073,3114
2026-07-31,06:31AM,GBPCHF,78,22,379.72,107.5,695,2584,3279
2026-07-31,06:31AM,NZDCAD,74,26,662.73,228.4,1312,3663,4975
2026-07-31,06:31AM,NZDJPY,66,34,162.96,84.96,376,1101,1477
2026-07-31,06:31AM,NZDUSD,63,37,631.46,363.53,1719,2489,4208
2026-07-31,06:31AM,USDCHF,55,45,959.12,792.19,3292,3429,6721
2026-07-31,06:31AM,USDCZK,0,100,0,0.53,21,0,21
2026-07-31,06:31AM,USDDKK,0,0,0,0,0,0,0
2026-07-31,06:31AM,USDHKD,100,0,0.02,0,0,1,1
2026-07-31,06:31AM,USDHUF,1,99,0.06,7.02,66,2,68
2026-07-31,06:31AM,USDMXN,59,41,3.04,2.12,35,24,59
2026-07-31,06:31AM,USDNOK,0,100,0,0.64,20,0,20
2026-07-31,06:31AM,USDPLN,3,97,0.06,2.24,16,2,18
2026-07-31,06:31AM,USDSEK,54,46,5,4.26,28,10,38
2026-07-31,06:31AM,USDSGD,76,24,16.11,5.11,61,131,192
2026-07-31,06:31AM,USDTHB,17,83,0.04,0.2,8,3,11
2026-07-31,06:31AM,USDTRY,100,0,0.9,0,0,2,2
2026-07-31,06:31AM,USDZAR,86,14,10.62,1.8,65,130,195
2026-07-31,06:31AM,CHFJPY,74,26,515.58,185.27,1483,1926,3409
2026-07-31,06:31AM,AUDCHF,39,61,401.44,632.85,1470,2066,3536
2026-07-31,06:31AM,GBPNZD,49,51,294.86,306.03,2258,873,3131
2026-07-31,06:31AM,NZDCHF,87,13,1467.88,223.08,1548,3261,4809
2026-07-31,06:31AM,XAGUSD,43,57,105.7,142.19,914,293,1207
2026-07-31,06:31AM,XAUUSD,37,63,594.58,1031.79,10151,4099,14250
2026-07-31,06:31AM,CADCHF,42,58,353.92,486.71,3733,1695,5428
2026-07-31,06:31AM,GBPAUD,50,50,162.91,165.6,1489,1042,2531
2026-07-31,06:31AM,SPA35,0,100,0,0.18,1,0,1
2026-07-31,06:31AM,SGDJPY,99,1,10.18,0.06,6,53,59
2026-07-31,06:31AM,SUGAR,0,100,0,26.4,16,0,16
2026-07-31,06:31AM,GBPNOK,0,100,0,0.01,1,0,1
2026-07-31,06:31AM,US30,36,64,3,5.31,2,1,3
2026-07-31,06:31AM,EURZAR,99,1,3.43,0.03,2,19,21
2026-07-31,06:31AM,AUDSGD,42,58,2.32,3.18,54,34,88
2026-07-31,06:31AM,GBPZAR,0,0,0,0,0,0,0
2026-07-31,06:31AM,GBPSEK,0,100,0,0.43,9,0,9
2026-07-31,06:31AM,CHFSGD,91,9,1.78,0.18,13,26,39
2026-07-31,06:31AM,EURSGD,92,8,50.71,4.3,57,167,224
2026-07-31,06:31AM,GBPSGD,64,36,5.9,3.25,50,42,92
2026-07-31,06:31AM,AUDDKK,0,0,0,0,0,0,0
2026-07-31,06:31AM,EURHKD,38,63,1.08,1.8,45,4,49
2026-07-31,06:31AM,GBPDKK,0,0,0,0,0,0,0
2026-07-31,06:31AM,COPPER,0,100,0,0.03,3,0,3
2026-07-31,06:31AM,COFFEE,80,20,4,1,1,3,4
2026-07-31,06:31AM,EURO50,0,0,0,0,0,0,0
2026-07-31,06:31AM,TRYJPY,0,100,0.02,5.83,10,1,11
2026-07-31,06:31AM,US500,100,0,1.1,0,0,2,2
2026-07-31,06:31AM,GBPPLN,0,0,0,0,0,0,0
2026-07-31,06:31AM,WHEAT,0,100,0,0.01,1,0,1
2026-07-31,06:31AM,COCOA,100,0,0.05,0,0,1,1
2026-07-31,06:31AM,UK100,100,0,1.36,0,0,6,6
2026-07-31,06:31AM,XAUGBP,100,0,0.05,0,0,2,2
2026-07-31,06:31AM,COTTON,0,100,0,0.03,3,0,3
2026-07-31,06:31AM,NOKJPY,96,4,1,0.04,4,1,5
2026-07-31,06:31AM,SP500,0,0,0,0,0,0,0
2026-07-31,06:31AM,ZARJPY,91,9,2,0.2,11,2,13
2026-07-31,06:31AM,HKDJPY,0,0,0,0,0,0,0
2026-07-31,06:31AM,CHFNOK,50,50,0.02,0.02,1,1,2
2026-07-31,06:31AM,GBPTRY,100,0,0.4,0,0,2,2
2026-07-31,06:31AM,USDRUB,0,100,0,0.1,1,0,1
2026-07-31,06:31AM,SEKJPY,45,55,0.24,0.29,7,1,8
2026-07-31,06:31AM,MSFT,0,0,0,0,0,0,0
2026-07-31,06:31AM,JNJ,0,0,0,0,0,0,0
2026-07-31,06:31AM,EURMXN,100,0,2.5,0,0,25,25
2026-07-31,06:31AM,XAUAUD,100,0,0.09,0,0,3,3
2026-07-31,06:31AM,XAUEUR,15,85,0.18,0.99,57,7,64
2026-07-31,06:31AM,WS30,0,0,0,0,0,0,0
2026-07-31,06:31AM,NAS100,2,98,0.01,0.61,7,1,8
2026-07-31,06:31AM,SGDHKD,0,0,0,0,0,0,0
2026-07-31,06:31AM,US2000,100,0,2,0,0,2,2
2026-07-31,06:31AM,FRA40,94,6,4,0.26,1,4,5
2026-07-31,06:31AM,GER30,0,100,0,0.1,1,0,1
2026-07-31,06:31AM,AUDSEK,0,0,0,0,0,0,0
2026-07-31,06:31AM,XAUJPY,14,86,0.15,0.93,13,6,19
2026-07-31,06:31AM,XAUCHF,3,97,0.02,0.68,33,1,34
2026-07-31,06:31AM,USOIL,100,0,0.03,0,0,1,1
2026-07-31,06:31AM,CHFSEK,100,0,0.1,0,0,10,10
2026-07-31,06:31AM,AUS200,50,50,1,1,1,1,2
2026-07-31,06:31AM,GBPMXN,100,0,0.08,0,0,8,8
2026-07-31,06:31AM,JPN225,0,100,0,1,1,0,1
2026-07-31,06:31AM,XAGAUD,50,50,0.01,0.01,1,1,2
2026-07-31,06:31AM,NOKSEK,40,60,0.72,1.1,87,7,94
2026-07-31,06:31AM,USDX,0,100,0,0.3,1,0,1
2026-07-31,06:31AM,XAGEUR,0,100,0,0.53,28,0,28
2026-07-31,06:31AM,EBAY,0,0,0,0,0,0,0
2026-07-31,06:31AM,VIX,0,100,0,0.2,2,0,2
2026-07-31,06:31AM,CHFHKD,0,0,0,0,0,0,0
2026-07-31,06:31AM,YHOO,0,100,0,8,1,0,1
2026-07-31,06:31AM,XPTUSD,46,54,9.36,11.01,15,25,40
2026-07-31,06:31AM,GBPHKD,0,0,0,0,0,0,0
2026-07-31,06:31AM,XPDUSD,0,100,0,0.09,9,0,9
2026-07-31,06:31AM,CADHKD,0,0,0,0,0,0,0
2026-07-31,06:31AM,USDCNH,0,100,0,23.87,53,0,53
2026-07-31,06:31AM,AUDHKD,0,0,0,0,0,0,0
2026-07-31,06:31AM,NZDHKD,0,0,0,0,0,0,0
2026-07-31,06:31AM,AAPL,0,0,0,0,0,0,0
2026-07-31,06:31AM,PFE,0,100,0,0.5,1,0,1
2026-07-31,06:31AM,FB,0,100,0,0.5,1,0,1
2026-07-31,06:31AM,IT40,100,0,4,0,0,1,1
2026-07-31,06:31AM,GS,0,0,0,0,0,0,0
2026-07-31,06:31AM,NKE,0,0,0,0,0,0,0
2026-07-31,06:31AM,BA,0,0,0,0,0,0,0
2026-07-31,06:31AM,CVX,0,0,0,0,0,0,0
2026-07-31,06:31AM,GOOG,0,100,0,1,1,0,1
