date,name,shortPercentage,longPercentage,shortVolume,longVolume,longPositions,shortPositions,totalPositions
2026-06-30,EURUSD,34,66,5772.66,11037.48,34029,18179,52208
2026-06-30,GBPUSD,45,55,2737.49,3281.48,16283,11207,27490
2026-06-30,USDJPY,85,15,2743.21,472.1,2432,8969,11401
2026-06-30,GBPJPY,74,26,688.83,236.5,1150,2499,3649
2026-06-30,USDCAD,94,6,5210.83,320.21,2383,15869,18252
2026-06-30,EURAUD,67,33,954.87,479.88,1703,3005,4708
2026-06-30,EURJPY,62,38,872.68,526.72,1502,2126,3628
2026-06-30,AUDCAD,30,70,3639.3,8627.9,25507,16492,41999
2026-06-30,AUDJPY,47,53,308.69,347.77,1958,1127,3085
2026-06-30,AUDNZD,85,15,4962.3,904.59,3571,11868,15439
2026-06-30,AUDUSD,26,74,1014.86,2882.62,7759,3227,10986
2026-06-30,CADJPY,31,69,88.54,195.73,930,504,1434
2026-06-30,EURCAD,81,19,337.45,77.46,558,2182,2740
2026-06-30,EURCHF,52,48,345.04,323.22,1807,2337,4144
2026-06-30,EURCZK,88,12,0.29,0.04,2,19,21
2026-06-30,EURDKK,0,0,0,0,0,0,0
2026-06-30,EURGBP,33,67,322.45,654.3,4142,1986,6128
2026-06-30,EURHUF,79,21,1.5,0.39,13,15,28
2026-06-30,EURNOK,100,0,1.13,0,0,11,11
2026-06-30,EURNZD,90,10,744.82,78.8,598,3073,3671
2026-06-30,EURPLN,100,0,4.28,0.01,1,28,29
2026-06-30,EURSEK,58,42,0.92,0.67,2,10,12
2026-06-30,EURTRY,100,0,0.54,0,0,5,5
2026-06-30,GBPCAD,89,11,370.2,44.06,382,3649,4031
2026-06-30,GBPCHF,57,43,147.83,110.17,826,1786,2612
2026-06-30,NZDCAD,14,86,266.4,1675.55,6275,1705,7980
2026-06-30,NZDJPY,9,91,60.19,592.07,1790,642,2432
2026-06-30,NZDUSD,6,94,130.7,2097.49,7109,874,7983
2026-06-30,USDCHF,64,36,1256.71,701.39,2978,4757,7735
2026-06-30,USDCZK,0,100,0,0.54,22,0,22
2026-06-30,USDDKK,0,0,0,0,0,0,0
2026-06-30,USDHKD,100,0,0.02,0,0,1,1
2026-06-30,USDHUF,0,100,0,6.77,64,0,64
2026-06-30,USDMXN,56,44,3,2.39,37,29,66
2026-06-30,USDNOK,80,20,2.45,0.6,16,9,25
2026-06-30,USDPLN,0,100,0,0.36,16,0,16
2026-06-30,USDSEK,78,22,5.6,1.61,25,15,40
2026-06-30,USDSGD,93,7,18.34,1.36,52,154,206
2026-06-30,USDTHB,10,90,0.02,0.18,8,2,10
2026-06-30,USDTRY,100,0,0.15,0,0,2,2
2026-06-30,USDZAR,75,25,4.85,1.66,66,114,180
2026-06-30,CHFJPY,75,25,522.12,175.3,1415,2123,3538
2026-06-30,AUDCHF,17,83,201.12,1009.43,2589,1193,3782
2026-06-30,GBPNZD,93,7,1037.69,78.17,574,4272,4846
2026-06-30,NZDCHF,11,89,130.53,1036.6,3262,313,3575
2026-06-30,XAGUSD,33,67,69.74,138.91,1082,259,1341
2026-06-30,XAUUSD,48,52,890.33,977.59,9416,6390,15806
2026-06-30,CADCHF,13,87,92.75,613.27,4408,808,5216
2026-06-30,GBPAUD,86,14,958.51,161.27,1385,4037,5422
2026-06-30,SPA35,0,100,0,0.18,1,0,1
2026-06-30,SGDJPY,99,1,15.99,0.15,15,68,83
2026-06-30,SUGAR,0,100,0,26.4,16,0,16
2026-06-30,GBPNOK,0,100,0,0.01,1,0,1
2026-06-30,US30,36,64,3,5.31,2,1,3
2026-06-30,EURZAR,97,3,0.87,0.03,2,9,11
2026-06-30,AUDSGD,31,69,2.56,5.61,89,15,104
2026-06-30,GBPZAR,0,0,0,0,0,0,0
2026-06-30,GBPSEK,90,10,0.36,0.04,1,3,4
2026-06-30,CHFSGD,87,13,0.71,0.11,7,26,33
2026-06-30,EURSGD,27,73,8.17,21.99,146,94,240
2026-06-30,GBPSGD,87,13,8.61,1.32,31,48,79
2026-06-30,AUDDKK,0,0,0,0,0,0,0
2026-06-30,EURHKD,38,63,1.08,1.8,45,4,49
2026-06-30,GBPDKK,0,0,0,0,0,0,0
2026-06-30,COPPER,0,100,0,0.03,3,0,3
2026-06-30,COFFEE,80,20,4,1,1,3,4
2026-06-30,EURO50,0,0,0,0,0,0,0
2026-06-30,TRYJPY,0,100,0.02,5.83,10,1,11
2026-06-30,US500,100,0,1.1,0,0,2,2
2026-06-30,GBPPLN,0,0,0,0,0,0,0
2026-06-30,WHEAT,0,100,0,0.01,1,0,1
2026-06-30,COCOA,100,0,0.05,0,0,1,1
2026-06-30,UK100,100,0,1.36,0,0,6,6
2026-06-30,XAUGBP,1,99,0.02,2.23,21,2,23
2026-06-30,COTTON,0,100,0,0.03,3,0,3
2026-06-30,NOKJPY,100,0,1,0,0,1,1
2026-06-30,SP500,0,0,0,0,0,0,0
2026-06-30,ZARJPY,0,100,0,0.06,6,0,6
2026-06-30,HKDJPY,0,0,0,0,0,0,0
2026-06-30,CHFNOK,50,50,0.02,0.02,1,1,2
2026-06-30,GBPTRY,100,0,0.4,0,0,2,2
2026-06-30,USDRUB,0,100,0,0.1,1,0,1
2026-06-30,SEKJPY,0,100,0,0.29,7,0,7
2026-06-30,MSFT,0,0,0,0,0,0,0
2026-06-30,JNJ,0,0,0,0,0,0,0
2026-06-30,EURMXN,100,0,2.2,0,0,24,24
2026-06-30,XAUAUD,97,3,0.37,0.01,1,10,11
2026-06-30,XAUEUR,70,30,3.25,1.38,59,23,82
2026-06-30,WS30,0,0,0,0,0,0,0
2026-06-30,NAS100,2,98,0.01,0.61,7,1,8
2026-06-30,SGDHKD,0,0,0,0,0,0,0
2026-06-30,US2000,100,0,2,0,0,2,2
2026-06-30,FRA40,94,6,4,0.26,1,4,5
2026-06-30,GER30,0,100,0,0.1,1,0,1
2026-06-30,AUDSEK,0,0,0,0,0,0,0
2026-06-30,XAUJPY,15,85,0.09,0.53,9,6,15
2026-06-30,XAUCHF,4,96,0.03,0.68,33,2,35
2026-06-30,USOIL,100,0,0.03,0,0,1,1
2026-06-30,CHFSEK,100,0,0.1,0,0,10,10
2026-06-30,AUS200,50,50,1,1,1,1,2
2026-06-30,GBPMXN,100,0,0.01,0,0,1,1
2026-06-30,JPN225,0,100,0,1,1,0,1
2026-06-30,XAGAUD,0,100,0,0.04,4,0,4
2026-06-30,NOKSEK,2,99,0.03,1.97,170,1,171
2026-06-30,USDX,0,100,0,0.3,1,0,1
2026-06-30,XAGEUR,0,100,0,0.57,36,0,36
2026-06-30,EBAY,0,0,0,0,0,0,0
2026-06-30,VIX,0,100,0,0.2,2,0,2
2026-06-30,CHFHKD,0,0,0,0,0,0,0
2026-06-30,YHOO,0,100,0,8,1,0,1
2026-06-30,XPTUSD,46,54,9.42,10.87,11,29,40
2026-06-30,GBPHKD,0,0,0,0,0,0,0
2026-06-30,XPDUSD,0,100,0,0.13,13,0,13
2026-06-30,CADHKD,0,0,0,0,0,0,0
2026-06-30,USDCNH,0,100,0.01,23.21,43,1,44
2026-06-30,AUDHKD,0,0,0,0,0,0,0
2026-06-30,NZDHKD,0,0,0,0,0,0,0
2026-06-30,AAPL,0,0,0,0,0,0,0
2026-06-30,PFE,0,100,0,0.5,1,0,1
2026-06-30,FB,0,100,0,0.5,1,0,1
2026-06-30,IT40,100,0,4,0,0,1,1
2026-06-30,GS,0,0,0,0,0,0,0
2026-06-30,NKE,0,0,0,0,0,0,0
2026-06-30,BA,0,0,0,0,0,0,0
2026-06-30,CVX,0,0,0,0,0,0,0
2026-06-30,GOOG,0,100,0,1,1,0,1
2026-06-30,XTIUSD,0,100,0,3,3,0,3
2026-06-30,BTCUSD,48,52,108.39,116.73,1523,578,2101
2026-06-30,XBRUSD,0,100,0,0.03,3,0,3
2026-06-30,US30.D,100,0,1,0,0,1,1
2026-06-30,BTCEUR,0,100,0,0.01,1,0,1
2026-06-30,LTCBTC,0,100,0,2,2,0,2
2026-06-30,LTCUSD,4,96,1,24.73,216,1,217
2026-06-30,TWTR,0,100,0,1,1,0,1
2026-06-30,HK50,100,0,0.1,0,0,1,1
2026-06-30,GOPRO,0,100,0,0.01,1,0,1
2026-06-30,XNGUSD,100,0,0.02,0,0,1,1
2026-06-30,APPL,0,0,0,0,0,0,0
2026-06-30,DXU5,0,0,0,0,0,0,0
2026-06-30,DXZ5,0,100,0,2,2,0,2
2026-06-30,OGZD,0,0,0,0,0,0,0
2026-06-30,CN50,33,67,0.2,0.4,4,1,5
2026-06-30,BTCJPY,0,100,0,0.1,10,0,10
2026-06-30,ETHUSD,9,91,51.7,532.39,1571,114,1685
2026-06-30,DSHUSD,3,97,0.01,0.33,2,1,3
2026-06-30,DASH,100,0,2.9,0,0,7,7
2026-06-30,BTCGBP,0,100,0,0.01,1,0,1
2026-06-30,ETCUSD,0,100,0,1,1,0,1
2026-06-30,XRPUSD,7,93,1.4,19.96,55,13,68
2026-06-30,BCHUSD,0,100,0,1.77,4,0,4
2026-06-30,ZECUSD,100,0,0.9,0,0,3,3
2026-06-30,XMRUSD,14,86,0.01,0.06,4,1,5
2026-06-30,NEOUSD,0,100,0,11.5,10,0,10
2026-06-30,OMGUSD,0,100,0,264,66,0,66
2026-06-30,RIPPLE,100,0,0.1,0,0,1,1
2026-06-30,EOSUSD,0,100,0,1,2,0,2
2026-06-30,IOTUSD,0,100,0,0.1,1,0,1
2026-06-30,QTMUSD,0,100,0,161,46,0,46
2026-06-30,XLMUSD,0,100,0,0.3,1,0,1
2026-06-30,TRXUSD,0,100,0,0.15,1,0,1
2026-06-30,ZRXUSD,100,0,0.02,0,0,2,2
2026-06-30,ADAUSD,2,98,0.1,6.28,10,1,11
2026-06-30,XTZUSD,0,100,0,0.7,2,0,2
2026-06-30,BATUSD,0,100,0,0.15,3,0,3
2026-06-30,FTMUSD,0,100,0,0.01,1,0,1
2026-06-30,FETUSD,0,100,0,0.05,5,0,5
2026-06-30,SCI25,0,100,0,0.2,2,0,2
2026-06-30,CNI30,100,0,0.2,0,0,2,2
2026-06-30,BIO30,0,100,0,0.1,1,0,1
2026-06-30,LAT30,0,100,0,0.1,1,0,1
2026-06-30,JPYX,100,0,1,0,0,1,1
2026-06-30,MKRUSD,0,100,0,0.01,1,0,1
2026-06-30,DOTUSD,0,100,0,0.76,6,0,6
2026-06-30,UNIUSD,0,100,0,15,5,0,5
2026-06-30,VETUSD,0,100,0,0.01,1,0,1
2026-06-30,YFIUSD,0,100,0,0.2,1,0,1
2026-06-30,ICPUSD,0,100,0,0.07,6,0,6
2026-06-30,SOLUSD,5,95,10.05,203.97,113,5,118
2026-06-30,SNXUSD,0,100,0,0.5,1,0,1
2026-06-30,FILUSD,0,100,0,0.34,9,0,9
2026-06-30,AXSUSD,0,100,0,0.14,4,0,4
2026-06-30,ENJUSD,100,0,0.01,0,0,1,1
2026-06-30,ZILUSD,0,100,0,0.1,10,0,10
2026-06-30,LRCUSD,0,100,0,0.3,1,0,1
2026-06-30,GRTUSD,0,100,0,4,4,0,4
2026-06-30,BNTUSD,0,100,0,0.3,1,0,1
