date_NY,time_NY,name,shortPercentage,longPercentage,shortVolume,longVolume,longPositions,shortPositions,totalPositions
2026-08-11,01:00AM,EURUSD,57,43,7584.97,5728.16,19881,26104,45985
2026-08-11,01:00AM,GBPUSD,72,28,3878.78,1505.65,5903,15513,21416
2026-08-11,01:00AM,USDJPY,61,39,1286.2,813.72,4025,5343,9368
2026-08-11,01:00AM,GBPJPY,88,12,1766.05,235.2,1175,3225,4400
2026-08-11,01:00AM,USDCAD,51,49,1483.68,1434.65,7098,5613,12711
2026-08-11,01:00AM,EURAUD,22,78,235.29,828.49,2371,1180,3551
2026-08-11,01:00AM,EURJPY,80,20,997.14,248.63,808,3288,4096
2026-08-11,01:00AM,AUDCAD,48,52,3318.98,3558.91,12999,14371,27370
2026-08-11,01:00AM,AUDJPY,71,29,399.92,165.04,718,2222,2940
2026-08-11,01:00AM,AUDNZD,73,27,2280.57,832.75,3187,8320,11507
2026-08-11,01:00AM,AUDUSD,78,22,1635.42,470.55,2360,6020,8380
2026-08-11,01:00AM,CADJPY,68,32,177.32,84.75,404,1075,1479
2026-08-11,01:00AM,EURCAD,23,77,196.83,666.82,2766,1278,4044
2026-08-11,01:00AM,EURCHF,80,20,748.87,182.53,1394,4076,5470
2026-08-11,01:00AM,EURCZK,65,35,0.22,0.12,12,22,34
2026-08-11,01:00AM,EURDKK,0,0,0,0,0,0,0
2026-08-11,01:00AM,EURGBP,50,50,641.69,647.86,4273,3850,8123
2026-08-11,01:00AM,EURHUF,92,8,1.1,0.09,9,15,24
2026-08-11,01:00AM,EURNOK,33,67,0.02,0.04,2,2,4
2026-08-11,01:00AM,EURNZD,32,68,142.18,303.97,1664,1488,3152
2026-08-11,01:00AM,EURPLN,96,4,4.29,0.18,5,29,34
2026-08-11,01:00AM,EURSEK,18,82,0.05,0.23,23,2,25
2026-08-11,01:00AM,EURTRY,100,0,1.71,0,0,10,10
2026-08-11,01:00AM,GBPCAD,63,37,214.61,125.71,1133,1355,2488
2026-08-11,01:00AM,GBPCHF,81,19,337.42,81.18,472,2356,2828
2026-08-11,01:00AM,NZDCAD,42,58,406.67,553.2,2721,2188,4909
2026-08-11,01:00AM,NZDJPY,60,40,120.28,80.18,398,1329,1727
2026-08-11,01:00AM,NZDUSD,76,24,1094.38,345.9,1579,3824,5403
2026-08-11,01:00AM,USDCHF,46,54,592.62,694.11,3291,2644,5935
2026-08-11,01:00AM,USDCZK,0,100,0,0.53,21,0,21
2026-08-11,01:00AM,USDDKK,0,0,0,0,0,0,0
2026-08-11,01:00AM,USDHKD,100,0,0.02,0,0,1,1
2026-08-11,01:00AM,USDHUF,3,97,0.22,6.09,58,4,62
2026-08-11,01:00AM,USDMXN,50,50,2.39,2.42,39,15,54
