date_NY,time_NY,name,shortPercentage,longPercentage,shortVolume,longVolume,longPositions,shortPositions,totalPositions
2026-07-06,02:06PM,EURUSD,42,58,6245.07,8755.61,25424,20316,45740
2026-07-06,02:06PM,GBPUSD,70,30,5703.05,2470.39,10378,17219,27597
2026-07-06,02:06PM,USDJPY,86,14,2265.3,380.93,2202,7066,9268
2026-07-06,02:06PM,GBPJPY,83,17,1045.74,219.52,1235,3628,4863
2026-07-06,02:06PM,USDCAD,79,21,4353.43,1128.48,4028,13770,17798
2026-07-06,02:06PM,EURAUD,34,66,267.7,521.74,2204,1481,3685
2026-07-06,02:06PM,EURJPY,79,21,1000.18,267.55,938,3059,3997
2026-07-06,02:06PM,AUDCAD,76,24,5544.15,1745.97,8659,23712,32371
2026-07-06,02:06PM,AUDJPY,56,44,331.81,257.59,1264,1893,3157
2026-07-06,02:06PM,AUDNZD,89,11,5199.3,647.84,2155,13386,15541
2026-07-06,02:06PM,AUDUSD,48,52,1191.3,1267.14,5213,3999,9212
2026-07-06,02:06PM,CADJPY,41,59,95.11,135.68,847,646,1493
2026-07-06,02:06PM,EURCAD,79,21,340.77,90.26,574,2390,2964
2026-07-06,02:06PM,EURCHF,44,56,307.01,387.64,2084,1973,4057
2026-07-06,02:06PM,EURCZK,88,12,0.29,0.04,2,19,21
2026-07-06,02:06PM,EURDKK,0,0,0,0,0,0,0
2026-07-06,02:06PM,EURGBP,15,85,269.21,1517.27,8667,1571,10238
2026-07-06,02:06PM,EURHUF,25,75,0.8,2.35,21,9,30
2026-07-06,02:06PM,EURNOK,100,0,0.9,0,0,10,10
2026-07-06,02:06PM,EURNZD,84,16,489.49,95.07,775,2472,3247
2026-07-06,02:06PM,EURPLN,100,0,4.29,0.01,1,29,30
2026-07-06,02:06PM,EURSEK,0,100,0.01,2.35,6,1,7
2026-07-06,02:06PM,EURTRY,100,0,0.54,0,0,5,5
2026-07-06,02:06PM,GBPCAD,95,5,747.11,38.38,332,6113,6445
2026-07-06,02:06PM,GBPCHF,70,30,203.29,85.62,569,2150,2719
2026-07-06,02:06PM,NZDCAD,70,30,714.79,309.77,2047,3966,6013
2026-07-06,02:06PM,NZDJPY,28,72,69.75,176.81,1176,751,1927
2026-07-06,02:06PM,NZDUSD,17,83,258.09,1250.58,4420,1289,5709
2026-07-06,02:06PM,USDCHF,53,47,885.12,770.48,3163,3298,6461
2026-07-06,02:06PM,USDCZK,0,100,0,0.53,21,0,21
2026-07-06,02:06PM,USDDKK,0,0,0,0,0,0,0
2026-07-06,02:06PM,USDHKD,100,0,0.02,0,0,1,1
2026-07-06,02:06PM,USDHUF,0,100,0,6.78,65,0,65
2026-07-06,02:06PM,USDMXN,54,46,2.68,2.29,35,29,64
2026-07-06,02:06PM,USDNOK,46,54,1.13,1.33,23,1,24
2026-07-06,02:06PM,USDPLN,0,100,0,0.37,17,0,17
2026-07-06,02:06PM,USDSEK,54,46,5,4.25,27,10,37
2026-07-06,02:06PM,USDSGD,83,17,17.29,3.54,54,141,195
2026-07-06,02:06PM,USDTHB,32,68,0.08,0.17,8,4,12
2026-07-06,02:06PM,USDTRY,91,9,0.1,0.01,1,1,2
2026-07-06,02:06PM,USDZAR,24,76,0.57,1.78,69,17,86
2026-07-06,02:06PM,CHFJPY,79,21,541.12,146.42,1009,2119,3128
2026-07-06,02:06PM,AUDCHF,28,72,348.1,907.22,2066,1776,3842
2026-07-06,02:06PM,GBPNZD,92,8,909.31,84.03,502,4164,4666
2026-07-06,02:06PM,NZDCHF,18,82,93.71,434.88,2784,616,3400
2026-07-06,02:06PM,XAGUSD,43,57,109,147.08,879,343,1222
2026-07-06,02:06PM,XAUUSD,48,52,902.13,962.37,9050,5803,14853
2026-07-06,02:06PM,CADCHF,9,91,69.61,702.04,4873,602,5475
2026-07-06,02:06PM,GBPAUD,80,20,656.96,159.5,1475,2486,3961
2026-07-06,02:06PM,SPA35,0,100,0,0.18,1,0,1
2026-07-06,02:06PM,SGDJPY,99,1,20.24,0.15,15,69,84
2026-07-06,02:06PM,SUGAR,0,100,0,26.4,16,0,16
2026-07-06,02:06PM,GBPNOK,100,0,0.05,0,0,1,1
2026-07-06,02:06PM,US30,36,64,3,5.31,2,1,3
2026-07-06,02:06PM,EURZAR,97,3,1.12,0.03,2,9,11
2026-07-06,02:06PM,AUDSGD,35,65,2.09,3.94,77,15,92
2026-07-06,02:06PM,GBPZAR,0,0,0,0,0,0,0
2026-07-06,02:06PM,GBPSEK,0,100,0,0.15,4,0,4
2026-07-06,02:06PM,CHFSGD,91,9,1.67,0.16,8,25,33
2026-07-06,02:06PM,EURSGD,59,41,12,8.24,71,123,194
2026-07-06,02:06PM,GBPSGD,98,2,49.81,1.16,25,76,101
2026-07-06,02:06PM,AUDDKK,0,0,0,0,0,0,0
2026-07-06,02:06PM,EURHKD,38,63,1.08,1.8,45,4,49
2026-07-06,02:06PM,GBPDKK,0,0,0,0,0,0,0
2026-07-06,02:06PM,COPPER,0,100,0,0.03,3,0,3
2026-07-06,02:06PM,COFFEE,80,20,4,1,1,3,4
2026-07-06,02:06PM,EURO50,0,0,0,0,0,0,0
2026-07-06,02:06PM,TRYJPY,0,100,0.02,5.83,10,1,11
2026-07-06,02:06PM,US500,100,0,1.1,0,0,2,2
2026-07-06,02:06PM,GBPPLN,0,0,0,0,0,0,0
2026-07-06,02:06PM,WHEAT,0,100,0,0.01,1,0,1
2026-07-06,02:06PM,COCOA,100,0,0.05,0,0,1,1
2026-07-06,02:06PM,UK100,100,0,1.36,0,0,6,6
2026-07-06,02:06PM,XAUGBP,50,50,0.02,0.02,1,2,3
2026-07-06,02:06PM,COTTON,0,100,0,0.03,3,0,3
2026-07-06,02:06PM,NOKJPY,100,0,1,0,0,1,1
2026-07-06,02:06PM,SP500,0,0,0,0,0,0,0
2026-07-06,02:06PM,ZARJPY,98,2,2,0.05,5,2,7
2026-07-06,02:06PM,HKDJPY,0,0,0,0,0,0,0
2026-07-06,02:06PM,CHFNOK,50,50,0.02,0.02,1,1,2
2026-07-06,02:06PM,GBPTRY,100,0,0.4,0,0,2,2
2026-07-06,02:06PM,USDRUB,0,100,0,0.1,1,0,1
2026-07-06,02:06PM,SEKJPY,0,100,0,0.29,7,0,7
2026-07-06,02:06PM,MSFT,0,0,0,0,0,0,0
2026-07-06,02:06PM,JNJ,0,0,0,0,0,0,0
2026-07-06,02:06PM,EURMXN,100,0,1.63,0,0,17,17
2026-07-06,02:06PM,XAUAUD,50,50,0.02,0.02,2,2,4
2026-07-06,02:06PM,XAUEUR,45,55,1.53,1.87,50,22,72
2026-07-06,02:06PM,WS30,0,0,0,0,0,0,0
2026-07-06,02:06PM,NAS100,2,98,0.01,0.61,7,1,8
2026-07-06,02:06PM,SGDHKD,0,0,0,0,0,0,0
2026-07-06,02:06PM,US2000,100,0,2,0,0,2,2
2026-07-06,02:06PM,FRA40,94,6,4,0.26,1,4,5
2026-07-06,02:06PM,GER30,0,100,0,0.1,1,0,1
2026-07-06,02:06PM,AUDSEK,0,0,0,0,0,0,0
2026-07-06,02:06PM,XAUJPY,7,93,0.04,0.52,8,1,9
2026-07-06,02:06PM,XAUCHF,3,97,0.02,0.68,33,1,34
2026-07-06,02:06PM,USOIL,100,0,0.03,0,0,1,1
2026-07-06,02:06PM,CHFSEK,100,0,0.1,0,0,10,10
2026-07-06,02:06PM,AUS200,50,50,1,1,1,1,2
2026-07-06,02:06PM,GBPMXN,100,0,0.01,0,0,1,1
2026-07-06,02:06PM,JPN225,0,100,0,1,1,0,1
2026-07-06,02:06PM,XAGAUD,0,100,0,0.04,4,0,4
2026-07-06,02:06PM,NOKSEK,5,95,0.11,1.96,171,3,174
2026-07-06,02:06PM,USDX,0,100,0,0.3,1,0,1
2026-07-06,02:06PM,XAGEUR,0,100,0,0.58,37,0,37
2026-07-06,02:06PM,EBAY,0,0,0,0,0,0,0
2026-07-06,02:06PM,VIX,0,100,0,0.2,2,0,2
2026-07-06,02:06PM,CHFHKD,0,0,0,0,0,0,0
2026-07-06,02:06PM,YHOO,0,100,0,8,1,0,1
2026-07-06,02:06PM,XPTUSD,50,50,9.4,9.5,6,29,35
2026-07-06,02:06PM,GBPHKD,0,0,0,0,0,0,0
2026-07-06,02:06PM,XPDUSD,0,100,0,0.13,13,0,13
2026-07-06,02:06PM,CADHKD,0,0,0,0,0,0,0
2026-07-06,02:06PM,USDCNH,0,100,0,23.35,47,0,47
2026-07-06,02:06PM,AUDHKD,0,0,0,0,0,0,0
2026-07-06,02:06PM,NZDHKD,0,0,0,0,0,0,0
2026-07-06,02:06PM,AAPL,0,0,0,0,0,0,0
2026-07-06,02:06PM,PFE,0,100,0,0.5,1,0,1
2026-07-06,02:06PM,FB,0,100,0,0.5,1,0,1
2026-07-06,02:06PM,IT40,100,0,4,0,0,1,1
2026-07-06,02:06PM,GS,0,0,0,0,0,0,0
2026-07-06,02:06PM,NKE,0,0,0,0,0,0,0
2026-07-06,02:06PM,BA,0,0,0,0,0,0,0
2026-07-06,02:06PM,CVX,0,0,0,0,0,0,0
2026-07-06,02:06PM,GOOG,0,100,0,1,1,0,1
2026-07-06,02:06PM,XTIUSD,0,100,0,3,3,0,3
2026-07-06,02:06PM,BTCUSD,68,32,412.66,193.5,1326,1188,2514
2026-07-06,02:06PM,XBRUSD,0,100,0,0.03,3,0,3
2026-07-06,02:06PM,US30.D,100,0,1,0,0,1,1
2026-07-06,02:06PM,BTCEUR,0,100,0,0.22,3,0,3
2026-07-06,02:06PM,LTCBTC,0,100,0,2,2,0,2
2026-07-06,02:06PM,LTCUSD,3,97,2,57.13,334,2,336
2026-07-06,02:06PM,TWTR,0,100,0,1,1,0,1
2026-07-06,02:06PM,HK50,100,0,0.1,0,0,1,1
2026-07-06,02:06PM,GOPRO,0,100,0,0.01,1,0,1
2026-07-06,02:06PM,XNGUSD,100,0,0.02,0,0,1,1
2026-07-06,02:06PM,APPL,0,0,0,0,0,0,0
2026-07-06,02:06PM,DXU5,0,0,0,0,0,0,0
2026-07-06,02:06PM,DXZ5,0,100,0,2,2,0,2
2026-07-06,02:06PM,OGZD,0,0,0,0,0,0,0
2026-07-06,02:06PM,CN50,33,67,0.2,0.4,4,1,5
2026-07-06,02:06PM,BTCJPY,0,100,0,0.08,8,0,8
2026-07-06,02:06PM,ETHUSD,11,89,61.3,510.82,1524,158,1682
2026-07-06,02:06PM,DSHUSD,3,97,0.01,0.33,2,1,3
2026-07-06,02:06PM,DASH,100,0,2.9,0,0,7,7
2026-07-06,02:06PM,BTCGBP,0,100,0,0.01,1,0,1
2026-07-06,02:06PM,ETCUSD,0,100,0,1,1,0,1
2026-07-06,02:06PM,XRPUSD,12,88,1.83,13.5,42,14,56
2026-07-06,02:06PM,BCHUSD,0,100,0,0.01,1,0,1
2026-07-06,02:06PM,ZECUSD,100,0,0.9,0,0,3,3
2026-07-06,02:06PM,XMRUSD,14,86,0.01,0.06,4,1,5
2026-07-06,02:06PM,NEOUSD,0,100,0,11.5,10,0,10
2026-07-06,02:06PM,OMGUSD,0,100,0,264,66,0,66
2026-07-06,02:06PM,RIPPLE,100,0,0.1,0,0,1,1
