date_NY,time_NY,name,shortPercentage,longPercentage,shortVolume,longVolume,longPositions,shortPositions,totalPositions
2026-07-23,09:40AM,EURUSD,35,65,5504.21,10162.62,31560,17049,48609
2026-07-23,09:40AM,GBPUSD,49,51,2830.14,2982.42,12200,10249,22449
2026-07-23,09:40AM,USDJPY,82,18,2101.5,458.72,2008,6813,8821
2026-07-23,09:40AM,GBPJPY,69,31,561.79,256.09,1513,2359,3872
2026-07-23,09:40AM,USDCAD,68,32,2314.4,1070.07,5145,7981,13126
2026-07-23,09:40AM,EURAUD,24,76,233.3,742.52,2628,911,3539
2026-07-23,09:40AM,EURJPY,80,20,977.29,241.98,1312,2879,4191
2026-07-23,09:40AM,AUDCAD,70,30,4824.12,2099.64,9648,18923,28571
2026-07-23,09:40AM,AUDJPY,82,18,452.09,99.24,574,2043,2617
2026-07-23,09:40AM,AUDNZD,86,14,5693.64,894.92,3092,14719,17811
2026-07-23,09:40AM,AUDUSD,64,36,1264.77,701.94,3217,5009,8226
2026-07-23,09:40AM,CADJPY,82,18,259.38,58.41,484,1456,1940
2026-07-23,09:40AM,EURCAD,21,79,176.13,660.15,2409,1270,3679
2026-07-23,09:40AM,EURCHF,81,19,577.19,134.58,1096,4154,5250
2026-07-23,09:40AM,EURCZK,67,33,0.18,0.09,9,18,27
2026-07-23,09:40AM,EURDKK,0,0,0,0,0,0,0
2026-07-23,09:40AM,EURGBP,30,70,599.88,1386.33,6814,4399,11213
2026-07-23,09:40AM,EURHUF,92,8,3.72,0.33,10,30,40
2026-07-23,09:40AM,EURNOK,14,86,0.01,0.06,3,1,4
2026-07-23,09:40AM,EURNZD,29,71,241.76,580.06,2855,1533,4388
2026-07-23,09:40AM,EURPLN,100,0,4.32,0.02,2,32,34
2026-07-23,09:40AM,EURSEK,15,85,0.02,0.11,11,2,13
2026-07-23,09:40AM,EURTRY,100,0,3.01,0,0,9,9
2026-07-23,09:40AM,GBPCAD,65,35,234.65,125.3,1425,1953,3378
2026-07-23,09:40AM,GBPCHF,88,12,511.71,72.9,539,2991,3530
2026-07-23,09:40AM,NZDCAD,34,66,400.66,789.29,4155,2016,6171
2026-07-23,09:40AM,NZDJPY,75,25,320.08,104.29,630,1612,2242
2026-07-23,09:40AM,NZDUSD,46,54,573.05,665.88,2838,2374,5212
2026-07-23,09:40AM,USDCHF,67,33,1389.1,669.79,2443,4725,7168
2026-07-23,09:40AM,USDCZK,0,100,0,0.53,21,0,21
