date_NY,time_NY,name,shortPercentage,longPercentage,shortVolume,longVolume,longPositions,shortPositions,totalPositions
2026-07-10,03:29AM,EURUSD,38,62,5390.61,8950.68,25371,18119,43490
2026-07-10,03:29AM,GBPUSD,72,28,5282.32,2013.85,8508,16004,24512
2026-07-10,03:29AM,USDJPY,75,25,1786.61,610.96,2514,5776,8290
2026-07-10,03:29AM,GBPJPY,83,17,1215.31,241.78,1202,3253,4455
2026-07-10,03:29AM,USDCAD,83,17,3617.03,738.13,3564,11017,14581
2026-07-10,03:29AM,EURAUD,33,67,226.26,463.84,1913,1126,3039
2026-07-10,03:29AM,EURJPY,77,23,886.55,266.64,1098,2420,3518
2026-07-10,03:29AM,AUDCAD,62,38,3404.28,2057.83,9677,15714,25391
2026-07-10,03:29AM,AUDJPY,57,43,301.29,228.68,1109,1418,2527
2026-07-10,03:29AM,AUDNZD,70,30,4430.43,1933.83,7803,9557,17360
2026-07-10,03:29AM,AUDUSD,51,49,1083.16,1032.78,4101,3469,7570
2026-07-10,03:29AM,CADJPY,66,34,156.49,78.86,545,957,1502
2026-07-10,03:29AM,EURCAD,32,68,203.34,429.99,1164,1546,2710
2026-07-10,03:29AM,EURCHF,58,42,312.87,230.93,1329,1993,3322
2026-07-10,03:29AM,EURCZK,88,12,0.29,0.04,2,19,21
2026-07-10,03:29AM,EURDKK,0,0,0,0,0,0,0
2026-07-10,03:29AM,EURGBP,10,90,232.1,2036.27,9026,1533,10559
2026-07-10,03:29AM,EURHUF,26,74,1,2.9,21,10,31
2026-07-10,03:29AM,EURNOK,25,75,0.01,0.03,2,1,3
2026-07-10,03:29AM,EURNZD,52,48,265.46,243.9,1339,1392,2731
2026-07-10,03:29AM,EURPLN,100,0,4.31,0.01,1,31,32
2026-07-10,03:29AM,EURSEK,100,0,0.01,0,0,1,1
2026-07-10,03:29AM,EURTRY,100,0,0.21,0,0,5,5
2026-07-10,03:29AM,GBPCAD,90,10,434.82,47.7,309,3105,3414
2026-07-10,03:29AM,GBPCHF,80,20,293.95,72.24,542,2147,2689
2026-07-10,03:29AM,NZDCAD,88,12,822.49,115.36,849,4343,5192
2026-07-10,03:29AM,NZDJPY,57,43,102.12,76.55,446,960,1406
2026-07-10,03:29AM,NZDUSD,40,60,438.63,667.41,2697,1933,4630
