date_NY,time_NY,name,shortPercentage,longPercentage,shortVolume,longVolume,longPositions,shortPositions,totalPositions
2026-08-17,08:50PM,EURUSD,64,36,10927.23,6023.08,19312,36394,55706
2026-08-17,08:50PM,GBPUSD,77,23,5048.77,1474.4,6491,18874,25365
2026-08-17,08:50PM,USDJPY,61,39,1069.75,680.54,4024,4668,8692
2026-08-17,08:50PM,GBPJPY,90,10,2131.55,237.09,1088,3687,4775
2026-08-17,08:50PM,USDCAD,34,66,1605.52,3137.93,12980,6557,19537
2026-08-17,08:50PM,EURAUD,20,80,207.43,838.85,2971,882,3853
2026-08-17,08:50PM,EURJPY,82,18,1118.55,237.58,900,3359,4259
2026-08-17,08:50PM,AUDCAD,68,32,3894.14,1832.96,8967,17992,26959
2026-08-17,08:50PM,AUDJPY,89,11,717.59,87.15,591,2855,3446
2026-08-17,08:50PM,AUDNZD,72,28,2248.68,868.19,3227,8678,11905
2026-08-17,08:50PM,AUDUSD,85,15,2300.32,417.18,1775,8090,9865
2026-08-17,08:50PM,CADJPY,80,20,280.68,68.23,400,1151,1551
2026-08-17,08:50PM,EURCAD,30,70,327.18,781.41,2923,1610,4533
2026-08-17,08:50PM,EURCHF,90,10,1247.9,143.02,1177,5485,6662
2026-08-17,08:50PM,EURCZK,70,30,0.23,0.1,10,23,33
2026-08-17,08:50PM,EURDKK,0,0,0,0,0,0,0
2026-08-17,08:50PM,EURGBP,51,49,673.06,652.19,3886,4096,7982
2026-08-17,08:50PM,EURHUF,97,3,2.32,0.08,8,18,26
2026-08-17,08:50PM,EURNOK,50,50,0.06,0.06,2,4,6
2026-08-17,08:50PM,EURNZD,26,74,158.86,442.11,2142,1612,3754
2026-08-17,08:50PM,EURPLN,100,0,4.29,0.01,1,29,30
2026-08-17,08:50PM,EURSEK,90,10,2.05,0.23,23,3,26
2026-08-17,08:50PM,EURTRY,94,6,1.71,0.1,2,10,12
2026-08-17,08:50PM,GBPCAD,53,47,198.13,173.55,1401,1347,2748
2026-08-17,08:50PM,GBPCHF,84,16,398.24,76.07,559,2390,2949
2026-08-17,08:50PM,NZDCAD,61,39,469.1,305.84,1596,2893,4489
2026-08-17,08:50PM,NZDJPY,74,26,199.91,71.02,383,1274,1657
2026-08-17,08:50PM,NZDUSD,75,25,1029.6,340.08,1529,3781,5310
2026-08-17,08:50PM,USDCHF,49,51,708.91,743.81,3226,3081,6307
2026-08-17,08:50PM,USDCZK,0,100,0,0.78,22,0,22
2026-08-17,08:50PM,USDDKK,0,0,0,0,0,0,0
2026-08-17,08:50PM,USDHKD,100,0,0.02,0,0,1,1
2026-08-17,08:50PM,USDHUF,2,98,0.13,6.88,70,2,72
2026-08-17,08:50PM,USDMXN,50,50,2.92,2.94,47,15,62
2026-08-17,08:50PM,USDNOK,0,100,0,0.72,23,0,23
2026-08-17,08:50PM,USDPLN,0,100,0,0.34,14,0,14
2026-08-17,08:50PM,USDSEK,0,100,0,2.82,27,0,27
2026-08-17,08:50PM,USDSGD,4,96,0.37,8.88,125,17,142
2026-08-17,08:50PM,USDTHB,5,95,0.01,0.2,8,1,9
2026-08-17,08:50PM,USDTRY,0,100,0,0.05,1,0,1
