date,name,shortPercentage,longPercentage,shortVolume,longVolume,longPositions,shortPositions,totalPositions
2026-07-01,EURUSD,35,65,5262.39,9882.66,29610,16077,45687
2026-07-01,GBPUSD,56,44,3172.12,2496.71,12584,12126,24710
2026-07-01,USDJPY,90,10,2677.46,297.34,1766,9285,11051
2026-07-01,GBPJPY,81,19,968.76,223.16,1054,2653,3707
2026-07-01,USDCAD,94,6,5137.53,320.24,2545,15387,17932
2026-07-01,EURAUD,48,52,446.46,489.74,2065,2008,4073
2026-07-01,EURJPY,61,39,846.56,531.86,1660,2023,3683
2026-07-01,AUDCAD,46,54,3764.11,4405.95,15529,17620,33149
2026-07-01,AUDJPY,53,47,302.78,267.63,1408,1326,2734
2026-07-01,AUDNZD,84,16,4928.18,914.43,3695,11399,15094
2026-07-01,AUDUSD,31,69,1057.6,2353.31,6729,3405,10134
2026-07-01,CADJPY,55,45,164.97,134.33,796,627,1423
2026-07-01,EURCAD,67,33,266.43,129.4,914,1566,2480
2026-07-01,EURCHF,47,53,321.24,362.68,2046,2112,4158
2026-07-01,EURCZK,88,12,0.29,0.04,2,19,21
2026-07-01,EURDKK,0,0,0,0,0,0,0
2026-07-01,EURGBP,17,83,240.56,1200.96,7156,1443,8599
2026-07-01,EURHUF,51,49,0.76,0.73,15,8,23
2026-07-01,EURNOK,100,0,2.04,0.01,1,12,13
2026-07-01,EURNZD,78,22,506.21,142.55,1057,2336,3393
2026-07-01,EURPLN,100,0,4.29,0,0,29,29
2026-07-01,EURSEK,100,0,0.22,0,0,4,4
2026-07-01,EURTRY,100,0,0.54,0,0,5,5
2026-07-01,GBPCAD,90,10,425.06,44.94,344,3821,4165
2026-07-01,GBPCHF,61,39,178.25,112.73,698,2014,2712
2026-07-01,NZDCAD,50,50,517.34,524.59,2465,3104,5569
2026-07-01,NZDJPY,37,63,94.61,159.32,1084,1022,2106
2026-07-01,NZDUSD,10,90,196.38,1821.49,6025,1056,7081
2026-07-01,USDCHF,63,37,1188.53,689.71,2800,4594,7394
2026-07-01,USDCZK,0,100,0,0.31,13,0,13
2026-07-01,USDDKK,0,0,0,0,0,0,0
2026-07-01,USDHKD,100,0,0.02,0,0,1,1
2026-07-01,USDHUF,0,100,0,6.87,70,0,70
2026-07-01,USDMXN,57,43,3.07,2.34,37,26,63
2026-07-01,USDNOK,70,30,1.4,0.61,17,6,23
2026-07-01,USDPLN,0,100,0,0.35,15,0,15
2026-07-01,USDSEK,72,28,5,1.98,24,10,34
2026-07-01,USDSGD,93,7,18.34,1.41,49,154,203
2026-07-01,USDTHB,6,94,0.01,0.15,6,1,7
2026-07-01,USDTRY,100,0,0.15,0,0,2,2
2026-07-01,USDZAR,63,37,2.77,1.66,66,68,134
2026-07-01,CHFJPY,78,22,533.01,153.77,1279,2006,3285
2026-07-01,AUDCHF,25,75,308.41,908.88,2184,1560,3744
2026-07-01,GBPNZD,89,11,855.48,102.1,724,3841,4565
2026-07-01,NZDCHF,20,80,108.46,431.79,2651,739,3390
2026-07-01,XAGUSD,39,61,104.67,160.53,936,297,1233
2026-07-01,XAUUSD,45,55,1157.74,1405.95,11411,6892,18303
2026-07-01,CADCHF,14,86,99.81,604.61,4335,860,5195
2026-07-01,GBPAUD,80,20,659.95,163.56,1404,2586,3990
2026-07-01,SPA35,0,100,0,0.18,1,0,1
2026-07-01,SGDJPY,99,1,16.21,0.13,13,67,80
2026-07-01,SUGAR,0,100,0,26.4,16,0,16
2026-07-01,GBPNOK,100,0,0.05,0,0,1,1
2026-07-01,US30,36,64,3,5.31,2,1,3
2026-07-01,EURZAR,97,3,0.87,0.03,2,9,11
2026-07-01,AUDSGD,22,78,1.1,3.96,79,15,94
2026-07-01,GBPZAR,0,0,0,0,0,0,0
2026-07-01,GBPSEK,56,44,0.05,0.04,1,1,2
2026-07-01,CHFSGD,81,19,0.67,0.16,8,22,30
2026-07-01,EURSGD,59,41,17.08,11.8,96,104,200
2026-07-01,GBPSGD,96,4,35.55,1.33,29,64,93
2026-07-01,AUDDKK,0,0,0,0,0,0,0
2026-07-01,EURHKD,38,63,1.08,1.8,45,4,49
2026-07-01,GBPDKK,0,0,0,0,0,0,0
2026-07-01,COPPER,0,100,0,0.03,3,0,3
2026-07-01,COFFEE,80,20,4,1,1,3,4
2026-07-01,EURO50,0,0,0,0,0,0,0
2026-07-01,TRYJPY,0,100,0.02,5.83,10,1,11
2026-07-01,US500,100,0,1.1,0,0,2,2
2026-07-01,GBPPLN,0,0,0,0,0,0,0
2026-07-01,WHEAT,0,100,0,0.01,1,0,1
2026-07-01,COCOA,100,0,0.05,0,0,1,1
2026-07-01,UK100,100,0,1.36,0,0,6,6
2026-07-01,XAUGBP,8,92,0.01,0.11,8,1,9
2026-07-01,COTTON,0,100,0,0.03,3,0,3
2026-07-01,NOKJPY,100,0,1,0,0,1,1
2026-07-01,SP500,0,0,0,0,0,0,0
2026-07-01,ZARJPY,0,100,0,0.06,6,0,6
2026-07-01,HKDJPY,0,0,0,0,0,0,0
2026-07-01,CHFNOK,50,50,0.02,0.02,1,1,2
2026-07-01,GBPTRY,100,0,0.4,0,0,2,2
